radius,num_clust,max_clust_size,max_normalized,mean_clust_size,median_clust_size
2,387,10,0.0193050193050193,1.33850129198966,1
3,302,23,0.0444015444015444,1.71523178807947,1
4,258,30,0.0579150579150579,2.0077519379845,1
5,233,30,0.0579150579150579,2.22317596566524,1
6,210,39,0.0752895752895753,2.46666666666667,1
7,186,41,0.0791505791505791,2.78494623655914,1
8,165,45,0.0868725868725869,3.13939393939394,1
9,148,45,0.0868725868725869,3.5,1
10,130,45,0.0868725868725869,3.98461538461538,2
11,115,45,0.0868725868725869,4.50434782608696,2
12,101,46,0.0888030888030888,5.12871287128713,2
13,93,46,0.0888030888030888,5.56989247311828,2
14,81,46,0.0888030888030888,6.39506172839506,2
15,76,87,0.167953667953668,6.81578947368421,2
16,66,127,0.245173745173745,7.84848484848485,2
17,61,135,0.260617760617761,8.49180327868852,2
18,57,142,0.274131274131274,9.08771929824561,2
19,54,145,0.27992277992278,9.59259259259259,2
20,48,203,0.391891891891892,10.7916666666667,2
21,47,203,0.391891891891892,11.0212765957447,2
22,43,203,0.391891891891892,12.046511627907,3
23,43,203,0.391891891891892,12.046511627907,3
24,41,216,0.416988416988417,12.6341463414634,2
25,38,216,0.416988416988417,13.6315789473684,2
26,36,263,0.507722007722008,14.3888888888889,2
27,34,263,0.507722007722008,15.2352941176471,2
28,33,263,0.507722007722008,15.6969696969697,2
29,31,291,0.561776061776062,16.7096774193548,2
30,31,291,0.561776061776062,16.7096774193548,2
31,30,291,0.561776061776062,17.2666666666667,2
32,30,291,0.561776061776062,17.2666666666667,2
33,29,291,0.561776061776062,17.8620689655172,2
34,29,291,0.561776061776062,17.8620689655172,2
35,28,291,0.561776061776062,18.5,2
36,27,292,0.563706563706564,19.1851851851852,2
37,26,295,0.569498069498069,19.9230769230769,2
38,26,295,0.569498069498069,19.9230769230769,2
39,26,295,0.569498069498069,19.9230769230769,2
40,26,295,0.569498069498069,19.9230769230769,2
41,26,295,0.569498069498069,19.9230769230769,2
42,26,295,0.569498069498069,19.9230769230769,2
43,26,295,0.569498069498069,19.9230769230769,2
44,26,295,0.569498069498069,19.9230769230769,2
45,26,295,0.569498069498069,19.9230769230769,2
46,26,295,0.569498069498069,19.9230769230769,2
47,26,295,0.569498069498069,19.9230769230769,2
48,26,295,0.569498069498069,19.9230769230769,2
49,26,295,0.569498069498069,19.9230769230769,2
50,26,295,0.569498069498069,19.9230769230769,2
51,24,295,0.569498069498069,21.5833333333333,3
52,23,295,0.569498069498069,22.5217391304348,4
53,23,295,0.569498069498069,22.5217391304348,4
54,23,295,0.569498069498069,22.5217391304348,4
55,23,295,0.569498069498069,22.5217391304348,4
56,22,295,0.569498069498069,23.5454545454545,4
57,22,295,0.569498069498069,23.5454545454545,4
58,20,295,0.569498069498069,25.9,5
59,20,295,0.569498069498069,25.9,5
60,20,295,0.569498069498069,25.9,5
61,20,295,0.569498069498069,25.9,5
62,20,295,0.569498069498069,25.9,5
63,20,295,0.569498069498069,25.9,5
64,19,295,0.569498069498069,27.2631578947368,6
65,19,295,0.569498069498069,27.2631578947368,6
66,19,295,0.569498069498069,27.2631578947368,6
67,19,295,0.569498069498069,27.2631578947368,6
68,18,295,0.569498069498069,28.7777777777778,5.5
69,18,295,0.569498069498069,28.7777777777778,5.5
70,18,295,0.569498069498069,28.7777777777778,5.5
71,18,295,0.569498069498069,28.7777777777778,5.5
72,18,295,0.569498069498069,28.7777777777778,5.5
73,18,295,0.569498069498069,28.7777777777778,5.5
74,18,295,0.569498069498069,28.7777777777778,5.5
75,18,295,0.569498069498069,28.7777777777778,5.5
76,18,295,0.569498069498069,28.7777777777778,5.5
77,18,295,0.569498069498069,28.7777777777778,5.5
78,18,295,0.569498069498069,28.7777777777778,5.5
79,18,295,0.569498069498069,28.7777777777778,5.5
80,17,295,0.569498069498069,30.4705882352941,7
81,17,295,0.569498069498069,30.4705882352941,7
82,17,295,0.569498069498069,30.4705882352941,7
83,17,295,0.569498069498069,30.4705882352941,7
84,17,295,0.569498069498069,30.4705882352941,7
85,17,295,0.569498069498069,30.4705882352941,7
86,17,295,0.569498069498069,30.4705882352941,7
87,17,295,0.569498069498069,30.4705882352941,7
88,17,295,0.569498069498069,30.4705882352941,7
89,17,295,0.569498069498069,30.4705882352941,7
90,17,295,0.569498069498069,30.4705882352941,7
91,17,295,0.569498069498069,30.4705882352941,7
92,17,295,0.569498069498069,30.4705882352941,7
93,17,295,0.569498069498069,30.4705882352941,7
94,17,295,0.569498069498069,30.4705882352941,7
95,17,295,0.569498069498069,30.4705882352941,7
96,17,295,0.569498069498069,30.4705882352941,7
97,17,295,0.569498069498069,30.4705882352941,7
98,17,295,0.569498069498069,30.4705882352941,7
99,17,295,0.569498069498069,30.4705882352941,7
100,17,295,0.569498069498069,30.4705882352941,7
101,17,295,0.569498069498069,30.4705882352941,7
102,17,295,0.569498069498069,30.4705882352941,7
103,17,295,0.569498069498069,30.4705882352941,7
104,17,295,0.569498069498069,30.4705882352941,7
105,17,295,0.569498069498069,30.4705882352941,7
106,17,295,0.569498069498069,30.4705882352941,7
107,17,295,0.569498069498069,30.4705882352941,7
108,17,295,0.569498069498069,30.4705882352941,7
109,17,295,0.569498069498069,30.4705882352941,7
110,17,295,0.569498069498069,30.4705882352941,7
111,17,295,0.569498069498069,30.4705882352941,7
112,17,295,0.569498069498069,30.4705882352941,7
113,17,295,0.569498069498069,30.4705882352941,7
114,17,295,0.569498069498069,30.4705882352941,7
115,17,295,0.569498069498069,30.4705882352941,7
116,17,295,0.569498069498069,30.4705882352941,7
