"ID1" "ID2" "d12"
1575 2856 3359.06
1575 2857 3361.45
1575 2858 3359.57
1575 13 2172.75
1575 229 2047.73
1575 142 2287.02
1575 194 2036.96
1575 227 2047.85
1575 228 2046.87
1575 1826 354.36
1575 2145 734.25
1763 2421 433.48
1763 1862 102.04
1763 2185 882.06
1763 2865 2139.13
1763 2866 2140.54
1763 2885 2085.82
1763 2856 2084.95
1763 2857 2081.47
1763 2858 2082.73
1763 1921 48.21
2421 1862 418.32
2421 2185 448.58
2421 2865 1707.32
2421 2866 1708.69
2421 2885 1654.17
2421 2856 1653.32
2421 2857 1649.81
2421 2858 1651.03
2421 1921 413.21
1862 2185 860.9
1862 2865 2106.79
1862 2866 2108.26
1862 2885 2053.2
1862 2856 2052.29
1862 2857 2048.88
1862 2858 2050.21
1862 1921 55.95
1180 1573 133.16
1180 2865 3230.86
1180 2866 3228.95
1180 2885 3281.93
1180 2856 3283.14
1180 2857 3285.62
1180 2858 3283.77
1180 13 2223.05
1180 229 2105.61
1180 142 2336.77
1180 194 2092.14
1180 227 2105.74
1180 228 2104.85
1180 1826 396.88
1180 2145 787.8
1573 2865 3308.04
1573 2866 3306.1
1573 2885 3358.52
1573 2856 3359.75
1573 2857 3362.14
1573 2858 3360.26
1573 13 2172.33
1573 229 2047.24
1573 142 2286.6
1573 194 2036.5
1573 227 2047.36
1573 228 2046.39
1573 1826 354.17
1573 2145 733.86
2185 2865 1261.79
2185 2866 1263.11
2185 2885 1208.98
2185 2856 1208.17
2185 2857 1204.61
2185 2858 1205.76
2185 1921 860.68
2865 2866 2.05
2865 2885 53.79
2865 2856 54.79
2865 2857 58.04
2865 2858 56.63
2865 1826 3625.57
2865 1921 2113.77
2866 2885 55.39
2866 2856 56.41
2866 2857 59.62
2866 2858 58.17
2866 1826 3623.66
2866 1921 2115.2
2885 2856 1.31
2885 2857 4.38
2885 2858 3.77
2885 1826 3676.83
2885 1921 2060.33
2856 2857 3.78
2856 2858 3.85
2856 1826 3678.04
2856 1921 2059.44
2857 2858 2.08
2857 1826 3680.55
2857 1921 2055.99
2858 1826 3678.71
2858 1921 2057.28
13 229 181.15
13 74 3433.32
13 142 114.48
13 194 158.66
13 227 181.26
13 228 183.01
13 1826 1827.42
13 2145 1438.87
229 74 3605.87
229 142 277.84
229 194 48.49
229 227 0.28
229 228 1.92
229 1826 1708.75
229 2145 1317.92
74 142 3328.14
74 194 3591.68
74 227 3605.9
74 228 3607.48
142 194 266.06
142 227 277.88
142 228 279.49
142 1826 1941.34
142 2145 1553.05
194 227 48.76
194 228 49.97
194 1826 1695.49
194 2145 1305.13
227 228 1.76
227 1826 1708.88
227 2145 1318.05
228 1826 1707.99
228 2145 1317.15
1826 2145 390.94
