PlcIndex	befundart	epoche	abschnitt	kultur	Easting	Northing
18186	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500919,689	5733413,272
18334	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500828,874	5733382,62
18334	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500828,874	5733382,62
6416	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4497963,995	5733556,725
6416	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4497963,995	5733556,725
16915	unklar	Bronzezeit	spaet	sBZ/aeEZ	4500742,666	5733325,348
16915	unklar	Eisenzeit	aelter	sBZ/aeEZ	4500742,666	5733325,348
16916	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500745,31	5733317,022
16916	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500745,31	5733317,022
18220	Graeberfeld	Bronzezeit	spaet	sBZ/aeEZ	4500720,867	5733289,742
18220	Graeberfeld	Eisenzeit	aelter	sBZ/aeEZ	4500720,867	5733289,742
16943	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500658,295	5733280,229
16943	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500658,295	5733280,229
16961	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500714,001	5733270,599
16961	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500714,001	5733270,599
16972	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500682,37	5733448,455
16972	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500682,37	5733448,455
16982	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500687,069	5733408,253
16982	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500687,069	5733408,253
16996	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500675,765	5733294,015
16996	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500675,765	5733294,015
17018	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500733,351	5733386,972
17018	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500733,351	5733386,972
17006	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500750,038	5733391,691
17006	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500750,038	5733391,691
17016	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500727,855	5733383,866
17016	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500727,855	5733383,866
17025	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500731,163	5733387,704
17025	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500731,163	5733387,704
17026	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500730,556	5733387,179
17026	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500730,556	5733387,179
17039	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500754,615	5733361,006
17039	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500754,615	5733361,006
17044	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500791,284	5733338,681
17044	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500791,284	5733338,681
17065	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500657,422	5733409,483
17065	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500657,422	5733409,483
17081	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500715,1	5733269,933
17081	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500715,1	5733269,933
17128	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500744,412	5733386,424
17128	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500744,412	5733386,424
17130	unklar	Bronzezeit	spaet	sBZ/aeEZ	4500735,467	5733390,01
17130	unklar	Eisenzeit	aelter	sBZ/aeEZ	4500735,467	5733390,01
17132	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500750,36	5733384,772
17132	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500750,36	5733384,772
17143	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500754,114	5733353,05
17143	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500754,114	5733353,05
17153	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500782,071	5733345,164
17153	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500782,071	5733345,164
17179	unklar	Bronzezeit	spaet	sBZ/aeEZ	4500665,884	5733341,97
17179	unklar	Eisenzeit	aelter	sBZ/aeEZ	4500665,884	5733341,97
17230	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500620,3	5733323,921
17230	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500620,3	5733323,921
17227	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500622,499	5733322,595
17227	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500622,499	5733322,595
17232	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500621,568	5733321,254
17232	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500621,568	5733321,254
17233	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500619,622	5733322,296
17233	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500619,622	5733322,296
17238	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500688,359	5733445,561
17238	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500688,359	5733445,561
17244	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500737,536	5733391,178
17244	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500737,536	5733391,178
17246	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500738,609	5733390,728
17246	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500738,609	5733390,728
17252	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500742,003	5733393,454
17252	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500742,003	5733393,454
17256	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500695,532	5733370,695
17256	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500695,532	5733370,695
17309	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500756,239	5733334,198
17309	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500756,239	5733334,198
17321	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500683,512	5733426,61
17321	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500683,512	5733426,61
17322	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500693,514	5733431,244
17322	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500693,514	5733431,244
17332	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500648,322	5733435,425
17332	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500648,322	5733435,425
17333	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500650,812	5733440,168
17333	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500650,812	5733440,168
17335	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500644,169	5733437,075
17335	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500644,169	5733437,075
17338	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500723,837	5733404,905
17338	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500723,837	5733404,905
17349	unklar	Bronzezeit	spaet	sBZ/aeEZ	4500698,223	5733363,723
17349	unklar	Eisenzeit	aelter	sBZ/aeEZ	4500698,223	5733363,723
17350	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500699,298	5733364,961
17350	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500699,298	5733364,961
17412	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500709,73	5733370,163
17412	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500709,73	5733370,163
17403	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500801,022	5733379,682
17403	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500801,022	5733379,682
17414	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500735,346	5733356,173
17414	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500735,346	5733356,173
17421	unklar	Bronzezeit	spaet	sBZ/aeEZ	4500701,178	5733430,597
17421	unklar	Eisenzeit	aelter	sBZ/aeEZ	4500701,178	5733430,597
17426	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500698,741	5733425,822
17426	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500698,741	5733425,822
17431	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500697,881	5733427,539
17431	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500697,881	5733427,539
17433	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500653,194	5733435,024
17433	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500653,194	5733435,024
17440	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500784,68	5733381,369
17440	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500784,68	5733381,369
17449	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500581,14	5733361,687
17449	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500581,14	5733361,687
17467	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500782,436	5733372,205
17467	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500782,436	5733372,205
17464	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500762,926	5733381,109
17464	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500762,926	5733381,109
17468	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500747,305	5733389,916
17468	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500747,305	5733389,916
17469	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500750,579	5733389,616
17469	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500750,579	5733389,616
17470	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500764,818	5733380,78
17470	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500764,818	5733380,78
17523	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500596,835	5733396,903
17523	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500596,835	5733396,903
17553	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500766,738	5733327,679
17553	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500766,738	5733327,679
17554	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500765,118	5733327,057
17554	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500765,118	5733327,057
17636	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500692,258	5733331,878
17636	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500692,258	5733331,878
17652	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500760,456	5733327,785
17652	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500760,456	5733327,785
17659	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500701,485	5733453,725
17659	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500701,485	5733453,725
17669	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500708,958	5733415,6
17669	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500708,958	5733415,6
17679	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500766,515	5733324,527
17679	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500766,515	5733324,527
17680	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500767,658	5733326,783
17680	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500767,658	5733326,783
17685	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500766,199	5733326,261
17685	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500766,199	5733326,261
17734	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500749,324	5733323,181
17734	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500749,324	5733323,181
17742	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500712,096	5733431,529
17742	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500712,096	5733431,529
17764	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500606,877	5733337,589
17764	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500606,877	5733337,589
17769	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500603,162	5733348,39
17769	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500603,162	5733348,39
17800	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500654,155	5733405,032
17800	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500654,155	5733405,032
17824	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500791,791	5733378,044
17824	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500791,791	5733378,044
17872	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500746,989	5733316,38
17872	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500746,989	5733316,38
17899	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500645,719	5733438,549
17899	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500645,719	5733438,549
17910	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500662,208	5733442,147
17910	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500662,208	5733442,147
17911	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500664,187	5733444,591
17911	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500664,187	5733444,591
17920	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500784,157	5733366,242
17920	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500784,157	5733366,242
17953	Graeberfeld	Bronzezeit	spaet	sBZ/aeEZ	4500694,354	5733318,044
17953	Graeberfeld	Eisenzeit	aelter	sBZ/aeEZ	4500694,354	5733318,044
17954	Graeberfeld	Bronzezeit	spaet	sBZ/aeEZ	4500692,217	5733307,204
17954	Graeberfeld	Eisenzeit	aelter	sBZ/aeEZ	4500692,217	5733307,204
17958	Graeberfeld	Bronzezeit	spaet	sBZ/aeEZ	4500726,061	5733297,289
17958	Graeberfeld	Eisenzeit	aelter	sBZ/aeEZ	4500726,061	5733297,289
17963	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500710,39	5733317,388
17963	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500710,39	5733317,388
17966	Graeberfeld	Bronzezeit	spaet	sBZ/aeEZ	4500707,195	5733312,005
17966	Graeberfeld	Eisenzeit	aelter	sBZ/aeEZ	4500707,195	5733312,005
17997	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500721,028	5733270,76
17997	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500721,028	5733270,76
18011	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500768,812	5733349,376
18011	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500768,812	5733349,376
18012	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500765,351	5733348,806
18012	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500765,351	5733348,806
18039	unklar	Bronzezeit	spaet	sBZ/aeEZ	4500667,186	5733333,417
18039	unklar	Eisenzeit	aelter	sBZ/aeEZ	4500667,186	5733333,417
18053	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500716,061	5733396,603
18053	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500716,061	5733396,603
18059	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500713,941	5733397,749
18059	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500713,941	5733397,749
18065	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500792,751	5733354,354
18065	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500792,751	5733354,354
18069	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500608,112	5733337,029
18069	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500608,112	5733337,029
18082	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500652,45	5733339,472
18082	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500652,45	5733339,472
18085	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500655,83	5733338,625
18085	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500655,83	5733338,625
18087	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500792,551	5733372,639
18087	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500792,551	5733372,639
18192	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500752,485	5733346,749
18192	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500752,485	5733346,749
18196	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500752,18	5733348,32
18196	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500752,18	5733348,32
18214	unklar	Bronzezeit	spaet	sBZ/aeEZ	4500708,376	5733302,544
18214	unklar	Eisenzeit	aelter	sBZ/aeEZ	4500708,376	5733302,544
18231	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500663,849	5733449,19
18231	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500663,849	5733449,19
18236	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500725,561	5733302,305
18236	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500725,561	5733302,305
18237	Graeberfeld	Bronzezeit	spaet	sBZ/aeEZ	4500722,096	5733301,082
18237	Graeberfeld	Eisenzeit	aelter	sBZ/aeEZ	4500722,096	5733301,082
18263	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500705,657	5733407,826
18263	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500705,657	5733407,826
18287	unklar	Bronzezeit	spaet	sBZ/aeEZ	4500764,132	5733325,896
18287	unklar	Eisenzeit	aelter	sBZ/aeEZ	4500764,132	5733325,896
18288	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500761,634	5733323,543
18288	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500761,634	5733323,543
18305	unklar	Bronzezeit	spaet	sBZ/aeEZ	4500740,8	5733326,721
18305	unklar	Eisenzeit	aelter	sBZ/aeEZ	4500740,8	5733326,721
18311	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500795,15	5733360,156
18311	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500795,15	5733360,156
18313	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500753,868	5733385,709
18313	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500753,868	5733385,709
18318	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500767,896	5733331,808
18318	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500767,896	5733331,808
18331	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500655,48	5733293,082
18331	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500655,48	5733293,082
18337	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500630,524	5733384,518
18337	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500630,524	5733384,518
18338	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500640,262	5733363,766
18338	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500640,262	5733363,766
18339	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500644,531	5733362,186
18339	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500644,531	5733362,186
18365	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500714,064	5733462,901
18365	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500714,064	5733462,901
18373	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500700,265	5733389,227
18373	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500700,265	5733389,227
18376	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500696,679	5733392,939
18376	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500696,679	5733392,939
18377	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500618,635	5733324,383
18377	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500618,635	5733324,383
18378	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500617,822	5733322,803
18378	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500617,822	5733322,803
18385	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500787,636	5733358,822
18385	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500787,636	5733358,822
18386	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500775,932	5733365,022
18386	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500775,932	5733365,022
18426	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500695,888	5733398,973
18426	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500695,888	5733398,973
16949	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500839,799	5733424,636
16949	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500839,799	5733424,636
17180	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500822,206	5733450,206
17180	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500822,206	5733450,206
17181	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500823,637	5733447,382
17181	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500823,637	5733447,382
17182	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500823,63	5733445,542
17182	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500823,63	5733445,542
17183	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500823,131	5733452,07
17183	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500823,131	5733452,07
17184	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500824,058	5733453,779
17184	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500824,058	5733453,779
17203	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500753,67	5733442,537
17203	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500753,67	5733442,537
17269	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500825,632	5733452,239
17269	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500825,632	5733452,239
17276	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500824,652	5733449,33
17276	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500824,652	5733449,33
17277	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500825,489	5733451,06
17277	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500825,489	5733451,06
17287	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500744,816	5733401,809
17287	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500744,816	5733401,809
17304	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500820,335	5733398,908
17304	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500820,335	5733398,908
17390	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500720,049	5733419,676
17390	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500720,049	5733419,676
17395	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500749,004	5733403,744
17395	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500749,004	5733403,744
17396	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500749,64	5733406,366
17396	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500749,64	5733406,366
17471	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500814,159	5733452,206
17471	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500814,159	5733452,206
17474	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500814,324	5733453,022
17474	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500814,324	5733453,022
17507	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500818,547	5733402,783
17507	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500818,547	5733402,783
17555	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500819,612	5733403,509
17555	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500819,612	5733403,509
17556	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500818,894	5733403,932
17556	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500818,894	5733403,932
17570	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500774,29	5733439,178
17570	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500774,29	5733439,178
17571	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500787,705	5733421,825
17571	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500787,705	5733421,825
17573	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500778,759	5733445,601
17573	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500778,759	5733445,601
17574	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500778,793	5733451,08
17574	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500778,793	5733451,08
17578	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500772,667	5733436,549
17578	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500772,667	5733436,549
17602	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500754,242	5733422,696
17602	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500754,242	5733422,696
17607	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500754,928	5733420,904
17607	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500754,928	5733420,904
17608	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500756,237	5733422,008
17608	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500756,237	5733422,008
17690	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500811,903	5733446,901
17690	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500811,903	5733446,901
17691	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500801,02	5733435,348
17691	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500801,02	5733435,348
17726	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500771,542	5733438,974
17726	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500771,542	5733438,974
17737	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500763,707	5733442,773
17737	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500763,707	5733442,773
17772	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500766,692	5733437,888
17772	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500766,692	5733437,888
17777	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500768,116	5733443,812
17777	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500768,116	5733443,812
17778	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500769,653	5733441,902
17778	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500769,653	5733441,902
17779	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500769,479	5733443,269
17779	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500769,479	5733443,269
17780	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500768,506	5733443,879
17780	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500768,506	5733443,879
17782	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500766,309	5733443,418
17782	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500766,309	5733443,418
17894	Siedlung	Bronzezeit	spaet	sBZ/aeEZ	4500863,28	5733435,824
17894	Siedlung	Eisenzeit	aelter	sBZ/aeEZ	4500863,28	5733435,824
