PlcIndex	befundart	epoche	abschnitt	kultur	Easting	Northing
18409	Siedlung	undat.	NA	NA	4500711,316	5733426,236
18410	Siedlung	undat.	NA	NA	4500710,253	5733426,427
18412	Siedlung	undat.	NA	NA	4500710,102	5733423,865
18415	Siedlung	Eisenzeit	NA	NA	4500741,328	5733340,824
18416	Siedlung	Eisenzeit	NA	NA	4500739,483	5733343,053
18417	Siedlung	Eisenzeit	NA	NA	4500732,885	5733333,118
18418	Siedlung	Eisenzeit	NA	NA	4500798,73	5733348,694
18419	Siedlung	Eisenzeit	NA	NA	4500740,549	5733324,126
18420	Siedlung	Eisenzeit	NA	NA	4500647,658	5733408,145
18421	Siedlung	Eisenzeit	NA	NA	4500646,068	5733410,344
18423	Siedlung	Eisenzeit	NA	NA	4500659,081	5733430,367
18424	Siedlung	Eisenzeit	NA	NA	4500648,283	5733436,393
18425	Siedlung	Eisenzeit	NA	NA	4500781,394	5733344,741
6446	Siedlung	undat.	NA	NA	4499765,82	5733161,429
6447	Siedlung	undat.	NA	NA	4499755,112	5733151,174
7506	Siedlung	undat.	NA	NA	4499789,404	5733156,595
7541	Siedlung	undat.	NA	NA	4499768,477	5733146,302
7545	Siedlung	undat.	NA	NA	4499787,541	5733158,413
7674	Siedlung	undat.	NA	NA	4499787,905	5733156,949
7682	Siedlung	undat.	NA	NA	4499784,634	5733156,061
7683	Siedlung	undat.	NA	NA	4499783,622	5733156,849
7847	Siedlung	undat.	NA	NA	4499789,842	5733147,445
7731	Siedlung	undat.	NA	NA	4499781,587	5733154,68
7744	Siedlung	undat.	NA	NA	4499788,02	5733151,451
7751	Siedlung	undat.	NA	NA	4499791,361	5733160,547
7774	Siedlung	undat.	NA	NA	4499787,447	5733147,702
7779	Siedlung	undat.	NA	NA	4499754,935	5733144,509
7783	unklar	undat.	NA	NA	4499757,99	5733150,462
7784	unklar	undat.	NA	NA	4499758,625	5733149,716
7785	unklar	undat.	NA	NA	4499757,917	5733149,532
7786	unklar	undat.	NA	NA	4499756,466	5733149,715
7787	unklar	undat.	NA	NA	4499756,252	5733149,785
7788	unklar	undat.	NA	NA	4499755,91	5733148,786
7789	unklar	undat.	NA	NA	4499758,164	5733148,938
7790	Siedlung	undat.	NA	NA	4499779,297	5733150,196
7793	Siedlung	undat.	NA	NA	4499771,251	5733148,613
7811	Siedlung	undat.	NA	NA	4499786,309	5733154,188
7826	Siedlung	undat.	NA	NA	4499761,325	5733146,881
8083	Siedlung	undat.	NA	NA	4499793,123	5733149,049
6375	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491578,368	5738300,66
6430	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491575,282	5738303,064
6442	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491580,431	5738301,367
6468	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491588,803	5738295,666
7110	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491585,029	5738297,675
7153	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491567,088	5738307,215
7490	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4491570,172	5738307,775
7597	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491582,121	5738299,255
7813	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491596,288	5738292,015
8105	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491587,633	5738297,3
6516	Siedlung	undat.	NA	NA	4500528,984	5733173,875
6523	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500530,74	5733170,106
6528	Siedlung	undat.	NA	NA	4500375,825	5733199,89
6544	Siedlung	undat.	NA	NA	4500381,396	5733209,769
6545	Siedlung	undat.	NA	NA	4500406,341	5733232,836
6546	Siedlung	undat.	NA	NA	4500405,48	5733231,602
6547	Siedlung	undat.	NA	NA	4500410,509	5733218,086
6559	Siedlung	undat.	NA	NA	4500413,399	5733216,491
6584	Siedlung	undat.	NA	NA	4500437,888	5733220,956
6585	Siedlung	undat.	NA	NA	4500438,296	5733206,342
6586	Siedlung	undat.	NA	NA	4500438,007	5733208,527
6596	Siedlung	undat.	NA	NA	4500477,629	5733192,263
6613	Siedlung	undat.	NA	NA	4500502,687	5733218,321
6852	Siedlung	undat.	NA	NA	4500518,627	5733239,655
6853	Siedlung	undat.	NA	NA	4500511,922	5733211,279
6854	Siedlung	undat.	NA	NA	4500511,132	5733132,569
6855	Siedlung	undat.	NA	NA	4500536,997	5733272,611
6856	Siedlung	undat.	NA	NA	4500548,156	5733280,278
6975	Siedlung	undat.	NA	NA	4500379,043	5733236,831
7060	Siedlung	undat.	NA	NA	4500468,613	5733191,262
6989	Siedlung	undat.	NA	NA	4500400,179	5733215,152
7003	Siedlung	undat.	NA	NA	4500468,178	5733188,45
7039	Siedlung	undat.	NA	NA	4500375,585	5733201,095
7043	Siedlung	undat.	NA	NA	4500413,505	5733206,559
7045	Siedlung	undat.	NA	NA	4500426,842	5733200,604
7059	Siedlung	undat.	NA	NA	4500466,039	5733200,835
7061	Siedlung	undat.	NA	NA	4500460,53	5733188,761
7185	Siedlung	undat.	NA	NA	4500476,53	5733242,197
7188	Siedlung	undat.	NA	NA	4500488,379	5733215,916
7194	Siedlung	undat.	NA	NA	4500483,248	5733181,869
7195	Siedlung	undat.	NA	NA	4500484,135	5733174,908
7197	Siedlung	undat.	NA	NA	4500486,579	5733172,411
7440	Siedlung	undat.	NA	NA	4500407,977	5733236,195
7441	Siedlung	undat.	NA	NA	4500491,064	5733250,532
7442	Siedlung	undat.	NA	NA	4500498,332	5733154,057
7443	Siedlung	undat.	NA	NA	4500506,714	5733181,789
7444	Siedlung	undat.	NA	NA	4500509,392	5733182,09
7445	Siedlung	undat.	NA	NA	4500512,446	5733193,411
7446	Siedlung	undat.	NA	NA	4500518,207	5733261,901
7448	Siedlung	undat.	NA	NA	4500535,945	5733208,379
7449	Siedlung	undat.	NA	NA	4500525,35	5733262,554
7450	Siedlung	undat.	NA	NA	4500505,044	5733146,799
7453	Siedlung	undat.	NA	NA	4500563,067	5733274,034
7459	Siedlung	undat.	NA	NA	4500407,583	5733232,878
7873	Siedlung	undat.	NA	NA	4500378,667	5733211,617
7593	Siedlung	undat.	NA	NA	4500496,83	5733178,268
7614	Siedlung	undat.	NA	NA	4500502,162	5733181,229
7622	Siedlung	undat.	NA	NA	4500506,537	5733235,929
7623	Siedlung	undat.	NA	NA	4500509,624	5733180,165
7624	Siedlung	undat.	NA	NA	4500503,807	5733186,288
7625	Siedlung	undat.	NA	NA	4500516,696	5733253,879
7626	Siedlung	undat.	NA	NA	4500546,529	5733133,652
7894	Siedlung	undat.	NA	NA	4500423,019	5733199,208
7879	Siedlung	undat.	NA	NA	4500410,407	5733247,322
7880	unklar	undat.	NA	NA	4500514,746	5733161,71
7902	Siedlung	undat.	NA	NA	4500445,414	5733225,04
7911	unklar	undat.	NA	NA	4500500,187	5733273,093
7919	unklar	undat.	NA	NA	4500524,751	5733196,035
7926	Siedlung	undat.	NA	NA	4500546,563	5733144,758
7928	unklar	undat.	NA	NA	4500538,223	5733134,827
8289	Siedlung	undat.	NA	NA	4500373,685	5733219,525
8303	Siedlung	undat.	NA	NA	4500482,818	5733172,195
8287	Siedlung	undat.	NA	NA	4500391,682	5733208,296
8288	Siedlung	undat.	NA	NA	4500383,934	5733194,236
8291	Siedlung	undat.	NA	NA	4500441,994	5733220,701
8299	Siedlung	undat.	NA	NA	4500495,223	5733218,305
8300	Siedlung	undat.	NA	NA	4500488,205	5733192,858
8301	Siedlung	undat.	NA	NA	4500488,496	5733190,594
8302	Siedlung	undat.	NA	NA	4500487,389	5733184,007
8307	Siedlung	undat.	NA	NA	4500498,325	5733177,433
8309	Siedlung	undat.	NA	NA	4500495,659	5733167,509
8310	Siedlung	undat.	NA	NA	4500496,25	5733197,548
8313	Siedlung	undat.	NA	NA	4500512,676	5733273,066
8314	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500507,32	5733183,07
8315	Siedlung	undat.	NA	NA	4500510,803	5733214,635
8316	Siedlung	undat.	NA	NA	4500530,962	5733232,036
8318	Siedlung	undat.	NA	NA	4500556,774	5733237,838
8319	Siedlung	undat.	NA	NA	4500557,341	5733234,519
8320	Siedlung	undat.	NA	NA	4500560,076	5733240,565
8321	Siedlung	undat.	NA	NA	4500566,428	5733253,423
8322	Siedlung	undat.	NA	NA	4500565,558	5733252,975
8353	Siedlung	undat.	NA	NA	4500407,751	5733232,114
8354	Siedlung	undat.	NA	NA	4500404,729	5733216,353
6087	Siedlung	undat.	NA	NA	4490976,458	5738677,776
6095	Siedlung	undat.	NA	NA	4490949,117	5738649,45
6108	Siedlung	undat.	NA	NA	4490948,901	5738662,939
6768	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490975,143	5738673,084
6780	Siedlung	undat.	NA	NA	4490947,824	5738662,369
7051	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490965,37	5738689,793
7203	Graeberfeld	Neolithikum	spaet	Schnurkeramik	4490939,69	5738654,274
8003	Graeberfeld	Bronzezeit	frueh	Aunjetitz	4490941,659	5738654,11
8008	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490964,354	5738683,944
8870	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490975,532	5738686,482
8863	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490976,351	5738679,592
8868	Siedlung	undat.	NA	NA	4490976,027	5738681,558
8874	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490968,323	5738680,294
8876	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490971,851	5738678,511
8881	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490957,9	5738667,645
8882	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490956,234	5738667,113
8883	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490956,714	5738665,041
8885	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490954,971	5738665,847
8900	Siedlung	undat.	NA	NA	4490963,339	5738689,085
8921	Siedlung	undat.	NA	NA	4490976,59	5738697,698
8923	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490962,527	5738686,177
8925	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490965,269	5738685,937
8929	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490967,974	5738686,487
8931	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490968,043	5738685,107
8934	Siedlung	Neolithikum	spaet	Schnurkeramik	4490980,241	5738680,352
8935	Siedlung	Bronzezeit	frueh	Aunjetitz	4490979,341	5738679,648
5953	Siedlung	undat.	NA	NA	4490973,985	5738851,306
5954	Siedlung	undat.	NA	NA	4491010,081	5738837,634
5956	Siedlung	undat.	NA	NA	4491009,165	5738838,476
6128	unklar	Bronzezeit	spaet	Saalemuendungsgruppe	4490958,376	5738866,478
7551	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490958,376	5738866,478
7727	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490960,875	5738868,482
7732	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490960,952	5738869,657
7996	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4490966,13	5738876,865
8646	Siedlung	undat.	NA	NA	4491016,202	5738798,833
8664	Siedlung	undat.	NA	NA	4490991,05	5738839,653
7087	Siedlung	undat.	NA	NA	4491411,002	5738432,276
7088	Siedlung	undat.	NA	NA	4491411,869	5738428,884
9051	Siedlung	Bronzezeit	spaet	Saalemuendungsgruppe	4491376,517	5738427,961
9055	Siedlung	undat.	NA	NA	4491399,769	5738436,556
17531	Siedlung	undat.	NA	NA	4500663,782	5733252,136
17532	Siedlung	undat.	NA	NA	4500675,319	5733238,531
17719	Siedlung	undat.	NA	NA	4500674,39	5733234,807
17720	unklar	undat.	NA	NA	4500681,517	5733231,646
17836	Siedlung	undat.	NA	NA	4500665,976	5733249,893
17837	Siedlung	undat.	NA	NA	4500666,449	5733251,466
17838	Siedlung	undat.	NA	NA	4500664,821	5733253,339
17839	Siedlung	undat.	NA	NA	4500668,976	5733250,131
17840	Siedlung	undat.	NA	NA	4500668,228	5733251,994
17841	Siedlung	undat.	NA	NA	4500679,171	5733240,723
18109	unklar	undat.	NA	NA	4500671,598	5733250,989
18110	Siedlung	undat.	NA	NA	4500677,912	5733244,135
18111	Siedlung	undat.	NA	NA	4500690,929	5733238,106
18112	Siedlung	undat.	NA	NA	4500687,225	5733243,115
18113	Siedlung	undat.	NA	NA	4500669,891	5733252,705
18114	unklar	undat.	NA	NA	4500675,004	5733248,777
18142	Siedlung	undat.	NA	NA	4500678,064	5733244,492
18202	unklar	undat.	NA	NA	4500688,926	5733255,484
18203	Siedlung	undat.	NA	NA	4500689,061	5733252,229
18204	Siedlung	undat.	NA	NA	4500691,134	5733251,143
18205	Siedlung	undat.	NA	NA	4500691,92	5733251,213
18206	Siedlung	undat.	NA	NA	4500691,706	5733245,667
18207	unklar	undat.	NA	NA	4500694,594	5733242,513
18208	Siedlung	undat.	NA	NA	4500690,273	5733240,315
16947	Siedlung	undat.	NA	NA	4500839,808	5733431,628
16948	Siedlung	undat.	NA	NA	4500845,588	5733422,987
16965	Siedlung	undat.	NA	NA	4500844,804	5733414,243
16986	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500795,259	5733423,286
17072	Siedlung	undat.	NA	NA	4500766,073	5733397,076
17073	Siedlung	undat.	NA	NA	4500767,622	5733398,628
17074	Siedlung	undat.	NA	NA	4500766,062	5733398,131
17075	Siedlung	undat.	NA	NA	4500765,741	5733396,11
17124	Siedlung	undat.	NA	NA	4500768,106	5733442,308
17169	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500788,106	5733429,748
17170	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500790,062	5733428,865
17196	Siedlung	undat.	NA	NA	4500742,678	5733445,264
17197	Siedlung	undat.	NA	NA	4500741,653	5733444,576
17198	Siedlung	undat.	NA	NA	4500753,502	5733444,419
17199	Siedlung	undat.	NA	NA	4500748,647	5733444,594
17200	Siedlung	undat.	NA	NA	4500750,995	5733445,208
17201	Siedlung	undat.	NA	NA	4500750,428	5733448,066
17202	Siedlung	undat.	NA	NA	4500743,741	5733450,734
17204	Siedlung	undat.	NA	NA	4500742,925	5733450,967
17205	Siedlung	undat.	NA	NA	4500752,221	5733443,646
17270	Siedlung	undat.	NA	NA	4500827,135	5733452,447
17281	Siedlung	undat.	NA	NA	4500737,989	5733447,421
17282	Siedlung	undat.	NA	NA	4500737,297	5733446,911
17284	Siedlung	undat.	NA	NA	4500736,356	5733449,036
17292	Siedlung	undat.	NA	NA	4500765,104	5733397,093
17293	unklar	undat.	NA	NA	4500763,361	5733396,804
17336	Siedlung	undat.	NA	NA	4500728,693	5733407,665
17337	Siedlung	undat.	NA	NA	4500725,638	5733407,675
17366	Siedlung	undat.	NA	NA	4500811,569	5733449,715
17367	Siedlung	undat.	NA	NA	4500810,752	5733454,686
17368	Siedlung	undat.	NA	NA	4500804,055	5733457,198
17380	Siedlung	undat.	NA	NA	4500770,499	5733424,323
17381	Siedlung	undat.	NA	NA	4500768,979	5733424,201
17383	Siedlung	undat.	NA	NA	4500765,926	5733425,743
17384	Siedlung	undat.	NA	NA	4500765,178	5733426,802
17385	Siedlung	undat.	NA	NA	4500768,892	5733426,221
17386	Siedlung	undat.	NA	NA	4500767,27	5733425,815
17388	Siedlung	undat.	NA	NA	4500737,844	5733427,396
17391	Siedlung	undat.	NA	NA	4500728,409	5733427,73
17392	Siedlung	undat.	NA	NA	4500736,355	5733418,249
17393	Siedlung	undat.	NA	NA	4500737,815	5733420,968
17394	Siedlung	undat.	NA	NA	4500737,949	5733426,861
17404	Siedlung	undat.	NA	NA	4500749,33	5733446,402
17472	Siedlung	undat.	NA	NA	4500815,319	5733452,811
17473	Siedlung	undat.	NA	NA	4500816,502	5733454,115
17475	Siedlung	undat.	NA	NA	4500817,829	5733449,668
17476	Siedlung	undat.	NA	NA	4500819,605	5733451,371
17480	Siedlung	undat.	NA	NA	4500784,229	5733401,149
17481	Siedlung	undat.	NA	NA	4500787,134	5733402,77
17483	Siedlung	undat.	NA	NA	4500785,462	5733405,019
17484	Siedlung	undat.	NA	NA	4500796,416	5733395,651
17485	Siedlung	undat.	NA	NA	4500797,94	5733394,458
17486	Siedlung	undat.	NA	NA	4500787,975	5733402,422
17487	Siedlung	undat.	NA	NA	4500785,909	5733400,13
17488	Siedlung	undat.	NA	NA	4500803,958	5733391,481
17489	Siedlung	undat.	NA	NA	4500801,877	5733392,398
17500	Siedlung	undat.	NA	NA	4500812,179	5733403,851
17501	Siedlung	undat.	NA	NA	4500811,885	5733399,836
17502	Siedlung	undat.	NA	NA	4500815,191	5733407,145
17503	Siedlung	undat.	NA	NA	4500811,104	5733406,51
17506	Siedlung	undat.	NA	NA	4500819,43	5733402,19
17519	Siedlung	undat.	NA	NA	4500837,409	5733437,124
17542	Siedlung	undat.	NA	NA	4500805,373	5733408,365
17543	Siedlung	undat.	NA	NA	4500810,78	5733414,49
17572	Siedlung	undat.	NA	NA	4500788,272	5733426,009
17575	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500775,054	5733429,193
17576	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500774,314	5733430,982
17577	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500773,092	5733434,797
17610	Siedlung	undat.	NA	NA	4500754,935	5733416,254
17589	Siedlung	undat.	NA	NA	4500789,042	5733405,55
17592	Siedlung	undat.	NA	NA	4500799,612	5733388,625
17596	Siedlung	undat.	NA	NA	4500789,674	5733412,088
17597	Siedlung	undat.	NA	NA	4500810,351	5733415,933
17598	Siedlung	undat.	NA	NA	4500805,932	5733413,649
17599	Siedlung	undat.	NA	NA	4500808,52	5733416,614
17600	Siedlung	undat.	NA	NA	4500795,419	5733414,219
17601	Siedlung	undat.	NA	NA	4500795,686	5733416,242
17603	unklar	undat.	NA	NA	4500753,763	5733425,343
17604	Siedlung	undat.	NA	NA	4500750,738	5733425,377
17605	Siedlung	undat.	NA	NA	4500750,512	5733426,372
17606	Siedlung	undat.	NA	NA	4500756,154	5733420,291
17609	Siedlung	undat.	NA	NA	4500755,66	5733423,697
17611	Siedlung	undat.	NA	NA	4500751,371	5733418,704
17660	Siedlung	undat.	NA	NA	4500828,3	5733448,347
17661	Siedlung	undat.	NA	NA	4500843,423	5733432,572
17687	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500809,291	5733448,263
17688	Siedlung	undat.	NA	NA	4500797,675	5733459,302
17689	Siedlung	undat.	NA	NA	4500822,304	5733429,029
17693	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500791,937	5733428,146
17712	Siedlung	undat.	NA	NA	4500733,988	5733435,69
17714	Siedlung	undat.	NA	NA	4500741,017	5733437,042
17715	Siedlung	undat.	NA	NA	4500744,1	5733430,423
17716	Siedlung	undat.	NA	NA	4500745,926	5733431,854
17717	Siedlung	undat.	NA	NA	4500746,383	5733426,124
17724	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500790,155	5733428,895
17725	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500773,092	5733434,973
17738	unklar	undat.	NA	NA	4500785,034	5733420,725
17743	Siedlung	undat.	NA	NA	4500731,419	5733428,95
17744	Siedlung	undat.	NA	NA	4500734,8	5733427,078
17746	Siedlung	undat.	NA	NA	4500732,068	5733430,014
17747	Siedlung	undat.	NA	NA	4500732,155	5733426,067
17748	Siedlung	undat.	NA	NA	4500730,898	5733424,877
17751	Siedlung	undat.	NA	NA	4500762,246	5733396,826
17770	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500753,324	5733446,217
17774	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500752,119	5733447,193
17775	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500754,844	5733445,014
17787	Siedlung	undat.	NA	NA	4500764,907	5733411,216
17788	Siedlung	undat.	NA	NA	4500746,052	5733426,621
17789	Siedlung	undat.	NA	NA	4500752,898	5733442,405
17790	Siedlung	undat.	NA	NA	4500736,006	5733449,209
17791	Siedlung	undat.	NA	NA	4500740,441	5733438,029
17805	Siedlung	undat.	NA	NA	4500784,771	5733457,163
17806	Siedlung	undat.	NA	NA	4500781,338	5733466,935
17807	Siedlung	undat.	NA	NA	4500801,311	5733387,085
17817	unklar	undat.	NA	NA	4500788,214	5733389,293
17818	Siedlung	undat.	NA	NA	4500788,652	5733390,322
17820	Siedlung	undat.	NA	NA	4500740,361	5733428,862
17821	Siedlung	undat.	NA	NA	4500781,528	5733392,269
17822	Siedlung	undat.	NA	NA	4500783,876	5733390,068
17823	Siedlung	undat.	NA	NA	4500783,476	5733391,198
17853	Siedlung	undat.	NA	NA	4500717,112	5733430,199
17854	Siedlung	undat.	NA	NA	4500714,531	5733426,931
17855	Siedlung	undat.	NA	NA	4500717,801	5733434,389
17856	unklar	undat.	NA	NA	4500717,472	5733432,928
17858	Siedlung	undat.	NA	NA	4500716,837	5733434,453
17878	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500782,071	5733434,17
17879	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500781,611	5733432,076
17880	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500779,135	5733436,02
17881	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500781,07	5733435,422
17895	Siedlung	undat.	NA	NA	4500733,171	5733444,763
17883	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500779,738	5733433,815
17884	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500761,068	5733441,111
17886	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500768,092	5733439,296
17887	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500771,341	5733441,749
17889	Siedlung	undat.	NA	NA	4500847,436	5733442,316
17891	Siedlung	undat.	NA	NA	4500737,672	5733446,481
17896	Siedlung	undat.	NA	NA	4500743,462	5733444,807
17921	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500771,231	5733441,59
17922	Siedlung	undat.	NA	NA	4500764,205	5733411,25
17924	Siedlung	undat.	NA	NA	4500758,968	5733410,256
17925	Siedlung	undat.	NA	NA	4500761,924	5733414,655
17926	Siedlung	undat.	NA	NA	4500758,789	5733414,251
17927	Siedlung	undat.	NA	NA	4500758,203	5733413,362
17928	Siedlung	undat.	NA	NA	4500773,89	5733407,479
17929	Siedlung	undat.	NA	NA	4500774,292	5733406,412
17930	Siedlung	undat.	NA	NA	4500768,104	5733411,583
17931	Siedlung	undat.	NA	NA	4500763,583	5733405,775
17993	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500761,068	5733441,111
18056	Siedlung	undat.	NA	NA	4500710,916	5733410,807
18057	Siedlung	undat.	NA	NA	4500715,087	5733412,222
18058	Siedlung	undat.	NA	NA	4500721,123	5733413,008
18096	Siedlung	undat.	NA	NA	4500845,804	5733440,605
18097	Siedlung	undat.	NA	NA	4500839,778	5733436,092
18154	Siedlung	undat.	NA	NA	4500716,531	5733415,481
18261	Siedlung	undat.	NA	NA	4500714,286	5733422,288
18159	Siedlung	undat.	NA	NA	4500718,067	5733415,588
18174	Siedlung	undat.	NA	NA	4500843,686	5733415,426
18211	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500792,726	5733425,315
18262	Siedlung	undat.	NA	NA	4500710,409	5733416,968
18212	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500794,305	5733424,781
18222	Siedlung	undat.	NA	NA	4500803,817	5733404,818
18223	Siedlung	undat.	NA	NA	4500806,061	5733403,081
18246	Siedlung	undat.	NA	NA	4500727,558	5733455,485
18247	Siedlung	undat.	NA	NA	4500727,579	5733454,364
18249	Siedlung	undat.	NA	NA	4500730,038	5733446,328
18250	Siedlung	undat.	NA	NA	4500729,314	5733452,724
18251	Siedlung	undat.	NA	NA	4500732,318	5733447,894
18252	Siedlung	undat.	NA	NA	4500731,922	5733449,316
18253	Siedlung	undat.	NA	NA	4500729	5733448,578
18254	Siedlung	undat.	NA	NA	4500725,068	5733444,974
18255	Siedlung	undat.	NA	NA	4500840,16	5733433,263
18256	Siedlung	undat.	NA	NA	4500845,081	5733429,714
18257	Siedlung	undat.	NA	NA	4500713,059	5733423,496
18258	Siedlung	undat.	NA	NA	4500715,12	5733423,541
18264	Siedlung	undat.	NA	NA	4500708,432	5733411,43
18272	Siedlung	undat.	NA	NA	4500768,967	5733394,926
18274	Siedlung	undat.	NA	NA	4500759,763	5733399,645
18370	Siedlung	Eisenzeit	aelter	Hausurnenkultur	4500793,483	5733426,832
18396	Siedlung	undat.	NA	NA	4500814,189	5733400,806
18400	Siedlung	undat.	NA	NA	4500819,985	5733400,391
18401	Siedlung	undat.	NA	NA	4500815,976	5733404,909
18403	Siedlung	undat.	NA	NA	4500812,733	5733401,382
18405	Siedlung	undat.	NA	NA	4500713,907	5733424,133
18411	Siedlung	undat.	NA	NA	4500715,257	5733421,345
18413	Siedlung	undat.	NA	NA	4500831,12	5733434,291
18414	Siedlung	undat.	NA	NA	4500833,279	5733433,48
5746	Siedlung	undat.	NA	NA	4493881,193	5736697,301
5925	Siedlung	undat.	NA	NA	4493934,682	5736643,297
5959	Siedlung	undat.	NA	NA	4493814,397	5736755,976
5989	unklar	undat.	NA	NA	4493849,575	5736709,548
5990	Siedlung	undat.	NA	NA	4493930,399	5736641,589
5995	Siedlung	undat.	NA	NA	4493913,644	5736660,454
5999	unklar	undat.	NA	NA	4493882,337	5736684,835
6048	Siedlung	undat.	NA	NA	4493817,141	5736762,756
6054	Siedlung	undat.	NA	NA	4493821,051	5736756,114
6091	Siedlung	undat.	NA	NA	4493809,613	5736762,147
6106	Siedlung	undat.	NA	NA	4493824,669	5736731,67
6112	unklar	undat.	NA	NA	4493844,164	5736711,481
6150	Siedlung	undat.	NA	NA	4493854,352	5736708,312
6151	Siedlung	undat.	NA	NA	4493868,413	5736692,678
6152	unklar	undat.	NA	NA	4493869,164	5736680,069
6153	Siedlung	undat.	NA	NA	4493879,744	5736680,026
6169	Siedlung	undat.	NA	NA	4493877,06	5736672,44
6182	unklar	undat.	NA	NA	4493899,266	5736641,572
6202	Siedlung	undat.	NA	NA	4493912,672	5736645,906
6351	Siedlung	undat.	NA	NA	4493840,867	5736724,123
6362	Siedlung	undat.	NA	NA	4493846,747	5736716,78
6507	Siedlung	undat.	NA	NA	4493891,831	5736657,685
7738	unklar	undat.	NA	NA	4493900,708	5736644,735
7983	Siedlung	undat.	NA	NA	4493811,341	5736759,753
8618	Siedlung	undat.	NA	NA	4493869,392	5736700,449
8253	Siedlung	undat.	NA	NA	4493872,073	5736697,622
8515	Siedlung	undat.	NA	NA	4493844,952	5736722,452
8594	Siedlung	undat.	NA	NA	4493901,3	5736680,252
8595	Siedlung	undat.	NA	NA	4493848,496	5736724,978
8610	Siedlung	undat.	NA	NA	4493887,246	5736681,115
8612	Siedlung	undat.	NA	NA	4493894,668	5736684,981
8615	Siedlung	undat.	NA	NA	4493891,743	5736689,08
8621	Siedlung	undat.	NA	NA	4493883,767	5736698,162
8624	Siedlung	undat.	NA	NA	4493845,675	5736728,274
8671	Siedlung	undat.	NA	NA	4493905,368	5736653,041
8658	Siedlung	undat.	NA	NA	4493816,865	5736748,35
8662	Siedlung	undat.	NA	NA	4493831,647	5736723,462
8665	Siedlung	undat.	NA	NA	4493862,735	5736686,844
8668	Siedlung	undat.	NA	NA	4493887,22	5736674,636
8672	Siedlung	undat.	NA	NA	4493906,392	5736651,169
6726	Siedlung	undat.	NA	NA	4496246,756	5733673,714
