"","PlcIndex","Easting","Northing"
"4607",17963,4500710.39,5733317.388
"4611",17997,4500721.028,5733270.76
"4613",18011,4500768.812,5733349.376
"4615",18012,4500765.351,5733348.806
"4619",18053,4500716.061,5733396.603
"4621",18059,4500713.941,5733397.749
"4623",18065,4500792.751,5733354.354
"4625",18069,4500608.112,5733337.029
"4627",18082,4500652.45,5733339.472
"4629",18085,4500655.83,5733338.625
"4631",18087,4500792.551,5733372.639
"4633",18192,4500752.485,5733346.749
"4635",18196,4500752.18,5733348.32
"4639",18231,4500663.849,5733449.19
"4641",18236,4500725.561,5733302.305
"4645",18263,4500705.657,5733407.826
"4649",18288,4500761.634,5733323.543
"4653",18311,4500795.15,5733360.156
"4655",18313,4500753.868,5733385.709
"4657",18318,4500767.896,5733331.808
"4659",18331,4500655.48,5733293.082
"4661",18337,4500630.524,5733384.518
"4663",18338,4500640.262,5733363.766
"4665",18339,4500644.531,5733362.186
"4667",18365,4500714.064,5733462.901
"4669",18373,4500700.265,5733389.227
"4671",18376,4500696.679,5733392.939
"4673",18377,4500618.635,5733324.383
"4675",18378,4500617.822,5733322.803
"4677",18385,4500787.636,5733358.822
"4679",18386,4500775.932,5733365.022
"4681",18426,4500695.888,5733398.973
"4683",16949,4500839.799,5733424.636
"4685",17180,4500822.206,5733450.206
"4687",17181,4500823.637,5733447.382
"4689",17182,4500823.63,5733445.542
"4691",17183,4500823.131,5733452.07
"4693",17184,4500824.058,5733453.779
"4695",17203,4500753.67,5733442.537
"4697",17269,4500825.632,5733452.239
"4699",17276,4500824.652,5733449.33
"4701",17277,4500825.489,5733451.06
"4703",17287,4500744.816,5733401.809
"4705",17304,4500820.335,5733398.908
"4707",17390,4500720.049,5733419.676
"4709",17395,4500749.004,5733403.744
"4711",17396,4500749.64,5733406.366
"4713",17471,4500814.159,5733452.206
"4715",17474,4500814.324,5733453.022
"4717",17507,4500818.547,5733402.783
"4719",17555,4500819.612,5733403.509
"4721",17556,4500818.894,5733403.932
"4723",17570,4500774.29,5733439.178
"4725",17571,4500787.705,5733421.825
"4727",17573,4500778.759,5733445.601
"4729",17574,4500778.793,5733451.08
"4731",17578,4500772.667,5733436.549
"4733",17602,4500754.242,5733422.696
"4735",17607,4500754.928,5733420.904
"4737",17608,4500756.237,5733422.008
"4739",17690,4500811.903,5733446.901
"4741",17691,4500801.02,5733435.348
"4743",17726,4500771.542,5733438.974
"4745",17737,4500763.707,5733442.773
"4747",17772,4500766.692,5733437.888
"4749",17777,4500768.116,5733443.812
"4751",17778,4500769.653,5733441.902
"4753",17779,4500769.479,5733443.269
"4755",17780,4500768.506,5733443.879
"4757",17782,4500766.309,5733443.418
"4759",17894,4500863.28,5733435.824
"4761",17882,4500776.291,5733433.518
"4763",17885,4500771.529,5733438.938
"4765",17888,4500857.852,5733441.558
"4767",17890,4500860.099,5733436.567
"4769",17893,4500870.305,5733433.145
"4771",17994,4500764.259,5733443.003
"4773",18000,4500867.541,5733433.59
"4775",18003,4500870.27,5733438.652
"4777",18004,4500870.866,5733440.221
"4779",18005,4500868.725,5733434.968
"4781",18006,4500869.413,5733436.75
"4783",18016,4500771.496,5733439.973
"4785",18098,4500763.05,5733444.77
"4787",18101,4500766.242,5733438.848
"4789",18160,4500720.708,5733416.835
"4791",18368,4500806.4,5733394.873
"4793",18369,4500807.468,5733392.571
"4795",18397,4500821.801,5733402.642
"4797",18398,4500821.114,5733400.758
"4806",9190,4492885.824,5737744.955
"4816",5898,4500435.185,5733170.304
"4818",7056,4500433.926,5733171.629
"4820",7867,4500390.92,5733162.19
"4822",7870,4500369.746,5733175.069
"4824",7884,4500406.211,5733143.03
"4826",7901,4500435.306,5733185.453
"4828",7934,4500370.347,5733174.518
"4830",8080,4500235.096,5733195.445
"4832",8087,4500372.203,5733174.815
"4834",8086,4500386.13,5733157.148
"4836",8088,4500373.912,5733174.232
"4838",8090,4500372.547,5733174.348
"4840",8091,4500373.426,5733172.396
"4842",8092,4500375.752,5733174.063
"4844",8094,4500402.863,5733183.857
"4846",8095,4500411.968,5733146.308
"4848",8096,4500407.181,5733142.015
"4850",8097,4500407.993,5733139.736
"4852",8098,4500503.848,5733123.215
"4854",8290,4500435.526,5733171.243
"4856",8306,4500487.691,5733127.511
"4858",5765,4491500.732,5738340.433
"4860",5868,4492210.559,5738078.491
"4862",5951,4491506.596,5738336.34
"4864",6000,4491496.281,5738340.099
"4866",6001,4491496.465,5738340.216
"4868",6008,4491501.634,5738335.219
"4870",6077,4491504.829,5738333.721
"4872",6119,4491497.858,5738345.339
"4874",6287,4492224.209,5738083.539
"4876",6295,4492252.497,5738071.463
"4878",6652,4491499.307,5738333.547
"4880",6677,4491454.037,5738369.187
"4882",6691,4491479.388,5738325.595
"4884",6899,4494607.118,5735787.523
"4886",7133,4492216.182,5738073.858
"4888",7148,4492222.561,5738082.952
"4890",7149,4492227.849,5738085.882
"4892",7352,4492296.305,5738036.508
"4894",7358,4492317.303,5738034.797
"4898",7876,4491433.998,5738361.378
"4900",7907,4494614.617,5735771.528
"4902",8031,4492219.794,5738086.451
"4904",8032,4492225.474,5738072.708
"4906",8033,4492278.523,5738067.379
"4908",8036,4492312.852,5738069.694
"4910",8037,4492205.552,5738074.591
"4912",8153,4494624.256,5735763.41
"4914",8176,4494629.193,5735768.78
"4916",8333,4491495.419,5738324.125
"4918",8335,4491483.263,5738324.956
"4920",8725,4491460.869,5738369.485
"4922",8726,4491459.675,5738365.515
"4924",8729,4491455.149,5738337.852
"4926",9100,4492158.724,5738105.276
"4928",9105,4492151.63,5738117.627
"4930",9107,4492245.342,5738073.508
"4932",9129,4492190.605,5738089.899
"4934",9114,4492145.783,5738105.52
"4936",9116,4492256.433,5738074.699
"4938",9121,4492155.586,5738105.267
"4940",9122,4492155.643,5738103.277
"4942",9125,4492160.835,5738103.346
"4944",9126,4492160.165,5738105.063
"4946",9128,4492188.873,5738089.114
"4948",9130,4492177.593,5738089.466
"4950",9136,4492217.444,5738085.105
"4952",9137,4492214.462,5738089.014
"4954",9139,4492227.29,5738073.032
"4956",9141,4492237.795,5738082.412
"4958",9142,4492238.749,5738083.535
"4960",9143,4492238.481,5738085.162
"4962",9144,4492264.257,5738068.134
"4964",9145,4492266.659,5738068.26
"4966",9146,4492268.02,5738070.507
"4968",9147,4492269.713,5738064.081
"4970",9148,4492270.679,5738067.761
"4972",9151,4492272.25,5738070.849
"4974",9152,4492272.371,5738065.332
"4976",9153,4492250.926,5738070.997
"4978",9154,4492274.981,5738066.195
"4980",9155,4492274.715,5738067.97
"4982",9156,4492276.384,5738072.186
"4984",9157,4492278.876,5738071.017
"4986",9158,4492277.356,5738069.328
"4988",9159,4492280.926,5738066.419
"4990",9162,4492286.693,5738055.757
"4992",9165,4492310.038,5738069.157
"4994",9166,4492309.968,5738070.806
"4996",9167,4492311.976,5738067.872
"4998",9171,4492179.448,5738076.773
"5000",9172,4492202.419,5738074.898
"5002",9173,4492202.18,5738073.227
"5004",9174,4492203.225,5738073.046
"5006",9175,4492205.236,5738072.944
"5008",9176,4492273.92,5738051.682
"5010",9182,4492202.266,5738072.498
"5012",7632,4500222.495,5733193.303
"5014",7809,4500220.77,5733193.999
"5016",7831,4500225.014,5733201.349
"5020",7417,4493111.448,5737541.172
"5022",7418,4493110.127,5737540.093
"5024",7547,4493119.068,5737528.932
"5028",7718,4493112.44,5737540.008
"5030",8571,4493121.567,5737531.609
"5032",8593,4493112.223,5737538.754
"5034",8589,4493122.376,5737557.504
"5038",5875,4494638.344,5735759.017
"5040",6021,4491513.039,5738333.327
"5042",6668,4494587.87,5735843.157
"5044",6674,4491526.469,5738327.557
"5046",6704,4491512.121,5738322.234
"5054",7869,4491518.723,5738317.856
"5056",7949,4491532.818,5738322.692
"5058",7950,4494638.395,5735756.86
"5060",8048,4492604.206,5737916.284
"5062",8052,4492618.856,5737919.535
"5064",8124,4491538.333,5738331.708
"5066",8126,4491533.645,5738331.782
"5068",8128,4491531.241,5738325.036
"5070",8355,4492735.32,5737953.906
"5072",8367,4492717.285,5737901.747
"5074",8719,4491513.725,5738325.929
"5076",8715,4491521.99,5738322.749
"5078",8716,4491521.473,5738321.403
"5080",8718,4491514.714,5738325.215
"5082",8724,4491524.805,5738325.641
"5084",8808,4494589.004,5735842.107
"5086",9177,4492443.248,5737982.396
"5088",9181,4492436.395,5737982.515
"5090",9212,4492667.107,5737940.574
"5092",9213,4492632.484,5737928.965
"5094",9215,4492627.93,5737919.64
"5096",9217,4492607.038,5737918.207
"5098",9220,4492643.201,5737920.859
"5100",6111,4491779.166,5738333.241
"5102",6113,4491778.427,5738331.039
"5104",6165,4491778.78,5738349.812
"5106",6184,4491762.274,5738352.634
"5108",6185,4491762.338,5738350.94
"5110",6189,4491767.214,5738349.215
"5112",6190,4491765.942,5738349.156
"5114",6191,4491773.97,5738349.961
"5116",6192,4491762.815,5738351.045
"5118",6193,4491777.226,5738337.991
"5120",6194,4491778.759,5738344.753
"5122",6195,4491778.898,5738348.488
"5124",6196,4491778.582,5738348.478
"5126",6197,4491780.805,5738342.154
"5128",9327,4492110.511,5738132.542
"5130",6604,4492110.511,5738132.542
"5132",6829,4491775.936,5738328.698
"5134",6840,4491779.908,5738361.158
"5136",6841,4491780.524,5738354.397
"5138",6844,4491770.71,5738350.257
"5140",6846,4491769.777,5738349.769
"5142",6848,4491768.567,5738349.325
"5146",7143,4491759.677,5738352.632
"5148",7154,4491773.741,5738322.539
"5150",7276,4491778.097,5738330.209
"5152",7325,4491779.237,5738352.213
"5156",7601,4491764.276,5738350.866
"5158",7913,4491751.463,5738279.595
"5160",7954,4491752.33,5738269.228
"5162",8025,4492105.669,5738130.047
"5164",8027,4492114.947,5738125.198
"5166",8157,4491772.194,5738327.55
"5168",8158,4491749.519,5738316.091
"5170",8160,4491774.702,5738325.625
"5172",8165,4491752.483,5738271.522
"5174",8166,4491751.498,5738331.35
"5176",8172,4492130.962,5738112.648
"5178",8182,4492131.577,5738111.076
"5180",8183,4492130.248,5738114.305
"5182",8246,4491774.11,5738322.623
"5184",9096,4492105.258,5738124.893
"5186",9098,4492106.088,5738127.027
"5188",9099,4492123.35,5738114.745
"5190",8423,4494734.718,5735614.842
"5192",8850,4491032.476,5738740.05
"5194",8851,4491031.234,5738737.522
