"ID"	"flaeche_ID"	"PlcIndex"	"befundart"	"epoche"	"abschnitt"	"kultur"	"Quelle"	"X"	"Y"
0	0	1	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4498280.580000000000000"	"5734673.929000000000000"
0	1	2	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4494047.541000000000000"	"5737247.412000000000000"
0	0	3	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4491185.145000000000000"	"5735802.674000000000000"
0	0	4	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4493921.107000000000000"	"5737586.950000000000000"
0	1	5	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4494397.780000000000000"	"5733208.567000000000000"
1	2	6	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4494467.319000000000000"	"5732955.171000000000000"
2	3	7	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4494662.183000000000000"	"5732948.502000000000000"
3	4	8	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4494431.063000000000000"	"5732855.457000000000000"
4	5	9	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4494427.688000000000000"	"5733051.001000000000000"
0	2	10	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4501594.550000000000000"	"5735594.724000000000000"
1	3	11	"Graeberfeld"	"Neolithikum"	"mittel"	"Salzmuende"	"Ortsakte"	"4501727.554000000000000"	"5735430.210000000000000"
2	3	12	"Graeberfeld"	"Neolithikum"	"mittel"	"Salzmuende"	"Ortsakte"	"4501603.111000000000000"	"5735720.423000000000000"
3	5	13	"Graeberfeld"	"Neolithikum"	"spaet"	"juengere NL"	"Ortsakte"	"4501651.914000000000000"	"5735441.229000000000000"
0	2	14	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4503192.674000000000000"	"5732888.256000000000000"
1	3	15	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4503208.098000000000000"	"5732882.023000000000000"
2	4	16	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4503191.425000000000000"	"5732856.801000000000000"
3	5	17	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4503217.073000000000000"	"5732857.500000000000000"
0	0	18	"Graeberfeld"	"Neolithikum"	"mittel"	"Kugelamphoren"	"Ortsakte"	"4502173.121000000000000"	"5733116.082000000000000"
0	2	19	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4503237.356000000000000"	"5732645.783000000000000"
0	0	20	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4499258.866000000000000"	"5734619.356000000000000"
0	0	21	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4488540.924000000000000"	"5740918.332000000000000"
1	1	22	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4488542.805000000000000"	"5740916.473000000000000"
2	2	23	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4488592.641000000000000"	"5740850.143000000000000"
3	3	24	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4488511.024000000000000"	"5740894.407000000000000"
4	6	25	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4488503.709000000000000"	"5740709.166000000000000"
0	0	26	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4496887.537000000000000"	"5736412.981000000000000"
1	1000	27	"Graeberfeld"	"Neolithikum"		"NL/BZ"	"Ortsakte"	"4496855.346000000000000"	"5736540.191000000000000"
0	0	28	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4498281.938000000000000"	"5735654.478000000000000"
0	2	29	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4489113.186000000000000"	"5739855.530000000000000"
1	3	30	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4489104.465000000000000"	"5739899.336000000000000"
2	4	31	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4489241.457000000000000"	"5739927.032000000000000"
3	5	32	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4489229.077000000000000"	"5739894.420000000000000"
0	0	33	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4496774.202000000000000"	"5735454.285000000000000"
0	0	34	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4492182.207000000000000"	"5739103.354000000000000"
0	0	35	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4497940.994000000000000"	"5733970.089000000000000"
0	0	36	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4496853.765000000000000"	"5735370.025000000000000"
0	0	37	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4496823.737000000000000"	"5735080.616000000000000"
1	1000	38	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4496826.955000000000000"	"5735055.884000000000000"
2	1001	39	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4496818.187000000000000"	"5735048.764000000000000"
3	1002	40	"Graeberfeld"	"Neolithikum"	"mittel"	"Trichterbecher"	"Ortsakte"	"4496808.495000000000000"	"5735040.653000000000000"
0	0	41	"Graeberfeld"	"Neolithikum"	"spaet"	"Schnurkeramik"	"Ortsakte"	"4499706.520000000000000"	"5735238.459000000000000"
0	0	42	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497589.326000000000000"	"5735868.654000000000000"
1	1000	43	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497592.849000000000000"	"5735894.208000000000000"
2	1001	44	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497614.719000000000000"	"5735867.245000000000000"
3	1002	45	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497571.787000000000000"	"5735860.752000000000000"
4	1003	46	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497608.772000000000000"	"5735876.733000000000000"
5	1004	47	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497599.723000000000000"	"5735879.820000000000000"
6	1005	48	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497605.271000000000000"	"5735875.967000000000000"
7	1006	49	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497613.328000000000000"	"5735874.348000000000000"
8	1007	50	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497588.369000000000000"	"5735877.590000000000000"
9	1008	51	"Graeberfeld"	"Neolithikum"	"spaet"	"Glockenbecher"	"Ortsakte"	"4497595.589000000000000"	"5735878.707000000000000"
0	0	52	"Graeberfeld"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4498376.925000000000000"	"5734611.937000000000000"
1	1000	53	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4498399.831000000000000"	"5734626.669000000000000"
2	1001	54	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4498395.744000000000000"	"5734629.139000000000000"
3	1002	55	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4498423.064000000000000"	"5734610.672000000000000"
4	1003	56	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4498386.044000000000000"	"5734629.812000000000000"
5	1004	57	"Graeberfeld"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4498404.061000000000000"	"5734611.887000000000000"
6	1005	58	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4498392.664000000000000"	"5734626.259000000000000"
7	1006	59	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4498412.127000000000000"	"5734621.609000000000000"
8	1007	60	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4498385.669000000000000"	"5734631.223000000000000"
9	1008	61	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4498376.384000000000000"	"5734611.740000000000000"
10	1009	62	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4498408.486000000000000"	"5734622.643000000000000"
11	1010	63	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4498405.066000000000000"	"5734610.619000000000000"
12	1011	64	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4498409.064000000000000"	"5734639.018000000000000"
13	1012	65	"Graeberfeld"	"Neolithikum"		"NL"	"Ortsakte"	"4498388.583000000000000"	"5734641.273000000000000"
0	0	66	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4497444.483000000000000"	"5734761.398000000000000"
1	1000	67	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4497462.138000000000000"	"5734768.000000000000000"
2	1001	68	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4497447.544000000000000"	"5734790.857000000000000"
3	1002	69	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4497463.564000000000000"	"5734760.256000000000000"
4	1003	70	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4497444.076000000000000"	"5734804.676000000000000"
0	1	71	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4490963.316000000000000"	"5739087.716000000000000"
0	2	72	"Siedlung"	"Neolithikum"	"mittel"	"Salzmuende"	"Ortsakte"	"4501560.785000000000000"	"5735483.781000000000000"
0	2	73	"Siedlung"	"Neolithikum"		"NL/BZ"	"Ortsakte"	"4497190.348000000000000"	"5736421.463000000000000"
1	1000	74	"Siedlung"	"Neolithikum"		"NL/BZ"	"Ortsakte"	"4497123.935000000000000"	"5736553.235000000000000"
2	4	75	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4497107.157000000000000"	"5736440.086000000000000"
3	1002	76	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4496915.656000000000000"	"5736323.895000000000000"
4	6	77	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4497308.033000000000000"	"5736321.285000000000000"
5	5	78	"Siedlung"	"Neolithikum"		"NL/BZ"	"Ortsakte"	"4497232.939000000000000"	"5736489.582000000000000"
0	2	79	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4488606.861000000000000"	"5739296.360000000000000"
0	1	80	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4489154.226000000000000"	"5739633.564000000000000"
0	2	81	"Siedlung"	"Neolithikum"	"mittel"	"Walternienburg-Bernburg"	"Ortsakte"	"4489167.125000000000000"	"5739841.227000000000000"
1	3	82	"Siedlung"	"Neolithikum"	"mittel"	"Walternienburg-Bernburg"	"Ortsakte"	"4489122.561000000000000"	"5739864.567000000000000"
0	0	83	"Siedlung"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4496778.102000000000000"	"5735454.167000000000000"
1	1000	84	"Siedlung"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4496772.838000000000000"	"5735449.825000000000000"
0	0	85	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4498403.030000000000000"	"5734462.520000000000000"
0	0	86	"Siedlung"	"Neolithikum"	"mittel"	"Baalberge"	"Ortsakte"	"4499842.391000000000000"	"5735435.869000000000000"
0	1	87	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4501823.927000000000000"	"5735586.722000000000000"
1	3	88	"Siedlung"	"Neolithikum"	"mittel"	"Bernburg"	"Ortsakte"	"4501845.920000000000000"	"5735471.999000000000000"
0	0	89	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4498197.416000000000000"	"5734113.370000000000000"
1	1000	90	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4498194.462000000000000"	"5734119.514000000000000"
0	0	91	"Siedlung"	"Neolithikum"		"NL"	"Ortsakte"	"4496872.608000000000000"	"5735360.221000000000000"
0	0	92	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497729.904000000000000"	"5734397.895000000000000"
0	1	93	"Graeberfeld"	"undatiert"			"Ortsakte"	"4491748.434000000000000"	"5740153.772000000000000"
1	2	94	"Graeberfeld"	"undatiert"			"Ortsakte"	"4491765.613000000000000"	"5740136.583000000000000"
2	3	95	"Graeberfeld"	"undatiert"			"Ortsakte"	"4491766.744000000000000"	"5740164.751000000000000"
0	1	96	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494001.037000000000000"	"5737095.143000000000000"
1	2	97	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493942.762000000000000"	"5737054.700000000000000"
2	3	98	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494186.599000000000000"	"5737093.746000000000000"
3	4	99	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494098.174000000000000"	"5737054.404000000000000"
4	5	100	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493933.816000000000000"	"5737073.871000000000000"
5	6	101	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494096.338000000000000"	"5737103.500000000000000"
6	7	102	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493948.228000000000000"	"5737059.257000000000000"
7	8	103	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494151.275000000000000"	"5737091.343000000000000"
8	9	104	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494108.969000000000000"	"5737175.515000000000000"
9	10	105	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493993.773000000000000"	"5737109.709000000000000"
10	11	106	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494137.207000000000000"	"5737147.190000000000000"
11	12	107	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494184.524000000000000"	"5737256.010000000000000"
12	13	108	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493979.788000000000000"	"5737100.737000000000000"
13	14	109	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494079.490000000000000"	"5737033.263000000000000"
14	15	110	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493933.584000000000000"	"5737232.183000000000000"
15	16	111	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493948.601000000000000"	"5737071.316000000000000"
16	17	112	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494134.694000000000000"	"5737009.147000000000000"
17	18	113	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493938.928000000000000"	"5737151.345000000000000"
18	19	114	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494007.674000000000000"	"5737136.657000000000000"
19	20	115	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493988.034000000000000"	"5737136.534000000000000"
20	21	116	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493945.966000000000000"	"5737171.683000000000000"
21	22	117	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493896.112000000000000"	"5737166.088000000000000"
22	23	118	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494141.043000000000000"	"5737024.575000000000000"
23	24	119	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494044.366000000000000"	"5737089.051000000000000"
24	25	120	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494174.337000000000000"	"5737095.467000000000000"
25	26	121	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494059.704000000000000"	"5737010.995000000000000"
26	27	122	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494065.654000000000000"	"5737006.720000000000000"
27	28	123	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494043.315000000000000"	"5737120.583000000000000"
28	29	124	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494151.403000000000000"	"5737204.463000000000000"
29	30	125	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493876.323000000000000"	"5737007.191000000000000"
30	31	126	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494151.598000000000000"	"5737010.604000000000000"
31	32	127	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494197.408000000000000"	"5737138.069000000000000"
32	33	128	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494082.323000000000000"	"5737116.862000000000000"
33	34	129	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494133.546000000000000"	"5737010.763000000000000"
34	35	130	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494128.369000000000000"	"5737214.206000000000000"
35	1034	131	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493925.719000000000000"	"5737246.197000000000000"
36	37	132	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494068.001000000000000"	"5737039.457000000000000"
0	1	133	"Graeberfeld"	"undatiert"			"Ortsakte"	"4491923.211000000000000"	"5736332.472000000000000"
1	2	134	"Graeberfeld"	"undatiert"			"Ortsakte"	"4491897.538000000000000"	"5736334.880000000000000"
2	3	135	"Graeberfeld"	"undatiert"			"Ortsakte"	"4491930.172000000000000"	"5736331.772000000000000"
0	0	136	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498316.770000000000000"	"5735229.317000000000000"
0	1	137	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494425.036000000000000"	"5733055.296000000000000"
1	2	138	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494273.418000000000000"	"5733164.990000000000000"
2	3	139	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494332.136000000000000"	"5733200.001000000000000"
0	1	140	"Graeberfeld"	"undatiert"			"Ortsakte"	"4501745.994000000000000"	"5735583.798000000000000"
0	1	141	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494584.526000000000000"	"5732128.042000000000000"
0	0	142	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497552.657000000000000"	"5734918.318000000000000"
1	1000	143	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497597.229000000000000"	"5734987.805000000000000"
0	0	144	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498857.438000000000000"	"5735173.651000000000000"
1	1000	145	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498824.256000000000000"	"5735165.179000000000000"
2	1001	146	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498848.992000000000000"	"5735174.515000000000000"
0	0	147	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498361.319000000000000"	"5735001.598000000000000"
1	1000	148	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498348.781000000000000"	"5734985.979000000000000"
0	0	149	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494506.381000000000000"	"5731773.382000000000000"
0	1	150	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494501.662000000000000"	"5734894.681000000000000"
1	2	151	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494502.843000000000000"	"5734881.267000000000000"
2	3	152	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494497.734000000000000"	"5734905.417000000000000"
0	0	153	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503168.042000000000000"	"5732352.000000000000000"
1	1	154	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503189.417000000000000"	"5732203.781000000000000"
2	2	155	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503147.150000000000000"	"5732287.500000000000000"
3	3	156	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503201.775000000000000"	"5732189.229000000000000"
4	4	157	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503273.487000000000000"	"5732321.151000000000000"
5	5	158	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503226.468000000000000"	"5732160.965000000000000"
0	0	159	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497308.799000000000000"	"5734923.091000000000000"
1	1000	160	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497336.639000000000000"	"5734912.885000000000000"
2	1001	161	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497329.182000000000000"	"5734925.346000000000000"
0	2	162	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503235.610000000000000"	"5732668.006000000000000"
1	3	163	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503216.926000000000000"	"5732663.861000000000000"
2	4	164	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503234.537000000000000"	"5732652.564000000000000"
0	2	165	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503015.771000000000000"	"5733552.211000000000000"
1	3	166	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503016.963000000000000"	"5733542.704000000000000"
2	4	167	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503039.264000000000000"	"5733534.314000000000000"
0	2	168	"Graeberfeld"	"undatiert"			"Ortsakte"	"4502396.728000000000000"	"5734445.825000000000000"
1	2	169	"Graeberfeld"	"undatiert"			"Ortsakte"	"4502207.856000000000000"	"5734152.037000000000000"
2	3	170	"Graeberfeld"	"undatiert"			"Ortsakte"	"4502087.262000000000000"	"5734185.831000000000000"
3	5	171	"Graeberfeld"	"undatiert"			"Ortsakte"	"4502269.802000000000000"	"5734318.610000000000000"
4	5	172	"Graeberfeld"	"undatiert"			"Ortsakte"	"4502065.198000000000000"	"5734075.381000000000000"
5	6	173	"Graeberfeld"	"undatiert"			"Ortsakte"	"4502307.654000000000000"	"5734100.320000000000000"
0	1	174	"Graeberfeld"	"undatiert"			"Ortsakte"	"4500218.845000000000000"	"5731752.254000000000000"
1	2	175	"Graeberfeld"	"undatiert"			"Ortsakte"	"4500200.613000000000000"	"5731753.259000000000000"
2	3	176	"Graeberfeld"	"undatiert"			"Ortsakte"	"4500229.413000000000000"	"5731759.282000000000000"
0	0	177	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493986.116000000000000"	"5732450.015000000000000"
0	2	178	"Graeberfeld"	"undatiert"			"Ortsakte"	"4496496.471000000000000"	"5737119.024000000000000"
1	3	179	"Graeberfeld"	"undatiert"			"Ortsakte"	"4496477.765000000000000"	"5737108.996000000000000"
2	4	180	"Graeberfeld"	"undatiert"			"Ortsakte"	"4496490.477000000000000"	"5737112.291000000000000"
3	5	181	"Graeberfeld"	"undatiert"			"Ortsakte"	"4496489.220000000000000"	"5737121.964000000000000"
4	6	182	"Graeberfeld"	"undatiert"			"Ortsakte"	"4496493.261000000000000"	"5737123.954000000000000"
0	0	183	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498023.272000000000000"	"5735542.555000000000000"
1	1000	184	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497984.534000000000000"	"5735550.160000000000000"
2	1001	185	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497991.107000000000000"	"5735555.274000000000000"
3	1002	186	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498018.585000000000000"	"5735537.470000000000000"
4	1003	187	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497993.558000000000000"	"5735550.648000000000000"
5	1004	188	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497981.605000000000000"	"5735542.167000000000000"
6	1005	189	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498005.222000000000000"	"5735570.817000000000000"
7	1006	190	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498003.534000000000000"	"5735542.302000000000000"
8	1007	191	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498011.026000000000000"	"5735542.436000000000000"
9	1008	192	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498028.099000000000000"	"5735535.337000000000000"
0	1	193	"Graeberfeld"	"undatiert"			"Ortsakte"	"4501626.996000000000000"	"5731215.541000000000000"
1	2	194	"Graeberfeld"	"undatiert"			"Ortsakte"	"4501792.088000000000000"	"5731304.408000000000000"
2	3	195	"Graeberfeld"	"undatiert"			"Ortsakte"	"4501615.933000000000000"	"5731046.056000000000000"
0	2	196	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503109.475000000000000"	"5734420.541000000000000"
1	3	197	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503089.651000000000000"	"5734439.138000000000000"
2	4	198	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503020.443000000000000"	"5734356.321000000000000"
3	5	199	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503017.548000000000000"	"5734357.798000000000000"
0	2	200	"Graeberfeld"	"undatiert"			"Ortsakte"	"4502877.870000000000000"	"5733713.319000000000000"
1	3	201	"Graeberfeld"	"undatiert"			"Ortsakte"	"4502919.988000000000000"	"5733753.492000000000000"
2	4	202	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503163.016000000000000"	"5733700.875000000000000"
0	1	203	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493616.655000000000000"	"5737621.743000000000000"
0	1	204	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493703.264000000000000"	"5737561.105000000000000"
1	2	205	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493713.967000000000000"	"5737574.789000000000000"
2	3	206	"Graeberfeld"	"undatiert"			"Ortsakte"	"4493719.460000000000000"	"5737576.879000000000000"
0	0	207	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497832.505000000000000"	"5734001.201000000000000"
1	1000	208	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497860.605000000000000"	"5734081.364000000000000"
0	0	209	"Graeberfeld"	"undatiert"			"Ortsakte"	"4497539.539000000000000"	"5735767.764000000000000"
0	1	210	"Graeberfeld"	"undatiert"			"Ortsakte"	"4495403.751000000000000"	"5735496.821000000000000"
1	2	211	"Graeberfeld"	"undatiert"			"Ortsakte"	"4495240.968000000000000"	"5735187.624000000000000"
2	3	212	"Graeberfeld"	"undatiert"			"Ortsakte"	"4495273.081000000000000"	"5735757.826000000000000"
0	2	213	"Graeberfeld"	"undatiert"			"Ortsakte"	"4503391.582000000000000"	"5733588.661000000000000"
0	1	214	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494718.204000000000000"	"5737952.764000000000000"
1	2	215	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494749.549000000000000"	"5737971.220000000000000"
2	3	216	"Graeberfeld"	"undatiert"			"Ortsakte"	"4494738.464000000000000"	"5737971.191000000000000"
0	0	217	"Graeberfeld"	"undatiert"			"Ortsakte"	"4496925.060000000000000"	"5735354.571000000000000"
1	1000	218	"Graeberfeld"	"undatiert"			"Ortsakte"	"4496936.910000000000000"	"5735381.826000000000000"
2	1001	219	"Graeberfeld"	"undatiert"			"Ortsakte"	"4496858.518000000000000"	"5735358.027000000000000"
0	0	220	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498684.130000000000000"	"5735199.262000000000000"
1	1000	221	"Graeberfeld"	"undatiert"			"Ortsakte"	"4498698.329000000000000"	"5735186.517000000000000"
0	0	222	"Graeberfeld"	"undatiert"			"Ortsakte"	"4496715.855000000000000"	"5735240.605000000000000"
0	1	223	"Graeberfeld"	"undatiert"			"Ortsakte"	"4500807.143000000000000"	"5730937.278000000000000"
1	2	224	"Graeberfeld"	"undatiert"			"Ortsakte"	"4500708.764000000000000"	"5730979.032000000000000"
