"ID"	"flaeche_ID"	"PlcIndex"	"befundart"	"epoche"	"abschnitt"	"kultur"	"Quelle"	"X"	"Y"
0	1	3414	"unklar"	"undatiert"			"Schnitt"	"4500756.089000000000000"	"5733340.439000000000000"
0	1	3415	"Siedlung"	"undatiert"			"Schnitt"	"4500754.417000000000000"	"5733344.308000000000000"
0	1	3416	"Siedlung"	"undatiert"			"Schnitt"	"4500767.822000000000000"	"5733333.643000000000000"
0	1	3417	"Siedlung"	"undatiert"			"Schnitt"	"4500766.603000000000000"	"5733332.970000000000000"
0	1	3418	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500767.896000000000000"	"5733331.808000000000000"
0	1	3419	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500767.896000000000000"	"5733331.808000000000000"
0	1	3420	"Siedlung"	"undatiert"			"Schnitt"	"4500768.267000000000000"	"5733334.747000000000000"
0	1	3421	"Siedlung"	"undatiert"			"Schnitt"	"4500764.812000000000000"	"5733338.496000000000000"
0	1	3422	"Siedlung"	"undatiert"			"Schnitt"	"4500762.307000000000000"	"5733338.995000000000000"
0	1	3423	"Siedlung"	"undatiert"			"Schnitt"	"4500766.505000000000000"	"5733334.633000000000000"
0	1	3424	"Siedlung"	"undatiert"			"Schnitt"	"4500766.861000000000000"	"5733333.703000000000000"
0	1	3425	"Siedlung"	"undatiert"			"Schnitt"	"4494938.251000000000000"	"5734947.536000000000000"
0	2	3426	"unklar"	"undatiert"			"Schnitt"	"4500658.180000000000000"	"5733292.650000000000000"
0	2	3427	"Siedlung"	"undatiert"			"Schnitt"	"4500656.762000000000000"	"5733291.899000000000000"
0	2	3428	"Siedlung"	"undatiert"			"Schnitt"	"4500652.453000000000000"	"5733292.315000000000000"
0	2	3429	"Siedlung"	"undatiert"			"Schnitt"	"4500674.550000000000000"	"5733271.811000000000000"
0	2	3430	"Siedlung"	"undatiert"			"Schnitt"	"4500657.454000000000000"	"5733293.604000000000000"
0	2	3431	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500655.480000000000000"	"5733293.082000000000000"
0	2	3432	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500655.480000000000000"	"5733293.082000000000000"
0	2	3433	"Siedlung"	"undatiert"			"Schnitt"	"4500655.590000000000000"	"5733289.404000000000000"
0	2	3434	"Siedlung"	"undatiert"			"Schnitt"	"4500657.682000000000000"	"5733290.989000000000000"
0	1	3435	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500828.874000000000000"	"5733382.620000000000000"
0	1	3436	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500828.874000000000000"	"5733382.620000000000000"
0	1	3437	"Siedlung"	"undatiert"			"Schnitt"	"4500827.950000000000000"	"5733382.643000000000000"
0	2	3438	"Siedlung"	"undatiert"			"Schnitt"	"4500622.699000000000000"	"5733383.405000000000000"
0	2	3439	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500630.524000000000000"	"5733384.518000000000000"
0	2	3440	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500630.524000000000000"	"5733384.518000000000000"
0	2	3441	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500640.262000000000000"	"5733363.766000000000000"
0	2	3442	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500640.262000000000000"	"5733363.766000000000000"
0	2	3443	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500644.531000000000000"	"5733362.186000000000000"
0	2	3444	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500644.531000000000000"	"5733362.186000000000000"
0	2	3445	"Siedlung"	"undatiert"			"Schnitt"	"4500707.771000000000000"	"5733291.332000000000000"
0	1	3446	"Siedlung"	"undatiert"			"Schnitt"	"4500674.461000000000000"	"5733451.043000000000000"
0	1	3447	"unklar"	"undatiert"			"Schnitt"	"4500674.575000000000000"	"5733453.337000000000000"
0	1	3448	"Siedlung"	"undatiert"			"Schnitt"	"4500699.105000000000000"	"5733434.471000000000000"
0	1	3449	"Siedlung"	"undatiert"			"Schnitt"	"4500698.066000000000000"	"5733437.451000000000000"
0	1	3450	"Siedlung"	"undatiert"			"Schnitt"	"4500698.872000000000000"	"5733438.322000000000000"
0	1	3451	"Siedlung"	"undatiert"			"Schnitt"	"4500695.926000000000000"	"5733438.182000000000000"
0	1	3452	"Siedlung"	"undatiert"			"Schnitt"	"4500682.094000000000000"	"5733443.615000000000000"
0	1	3453	"Siedlung"	"undatiert"			"Schnitt"	"4500668.929000000000000"	"5733441.917000000000000"
0	1	3454	"Siedlung"	"undatiert"			"Schnitt"	"4500676.617000000000000"	"5733450.244000000000000"
0	1	3455	"unklar"	"undatiert"			"Schnitt"	"4500679.148000000000000"	"5733422.004000000000000"
0	1	3456	"Siedlung"	"undatiert"			"Schnitt"	"4500769.375000000000000"	"5733351.791000000000000"
0	1	3457	"Siedlung"	"undatiert"			"Schnitt"	"4500678.731000000000000"	"5733416.086000000000000"
0	1	3458	"Siedlung"	"undatiert"			"Schnitt"	"4500684.619000000000000"	"5733419.790000000000000"
0	1	3459	"Siedlung"	"undatiert"			"Schnitt"	"4500684.052000000000000"	"5733422.897000000000000"
0	1	3460	"unklar"	"undatiert"			"Schnitt"	"4500689.250000000000000"	"5733415.206000000000000"
0	1	3461	"Siedlung"	"undatiert"			"Schnitt"	"4500683.484000000000000"	"5733420.037000000000000"
0	1	3462	"Siedlung"	"undatiert"			"Schnitt"	"4500684.934000000000000"	"5733406.948000000000000"
0	1	3463	"Siedlung"	"undatiert"			"Schnitt"	"4500678.507000000000000"	"5733411.558000000000000"
0	1	3464	"Siedlung"	"undatiert"			"Schnitt"	"4500682.006000000000000"	"5733397.273000000000000"
0	1	3465	"Siedlung"	"undatiert"			"Schnitt"	"4500677.126000000000000"	"5733403.409000000000000"
0	1	3466	"Siedlung"	"undatiert"			"Schnitt"	"4500717.217000000000000"	"5733459.595000000000000"
0	1	3467	"Siedlung"	"undatiert"			"Schnitt"	"4500719.529000000000000"	"5733456.872000000000000"
0	1	3468	"unklar"	"undatiert"			"Schnitt"	"4500715.897000000000000"	"5733460.866000000000000"
0	1	3469	"Siedlung"	"undatiert"			"Schnitt"	"4500716.040000000000000"	"5733458.079000000000000"
0	1	3470	"unklar"	"undatiert"			"Schnitt"	"4500712.796000000000000"	"5733461.778000000000000"
0	1	3471	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500714.064000000000000"	"5733462.901000000000000"
0	1	3472	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500714.064000000000000"	"5733462.901000000000000"
0	1	3473	"Siedlung"	"undatiert"			"Schnitt"	"4500765.534000000000000"	"5733351.683000000000000"
0	1	3474	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500806.400000000000000"	"5733394.873000000000000"
0	1	3475	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500806.400000000000000"	"5733394.873000000000000"
0	1	3476	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500807.468000000000000"	"5733392.571000000000000"
0	1	3477	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500807.468000000000000"	"5733392.571000000000000"
0	1	3478	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500793.483000000000000"	"5733426.832000000000000"
0	1	3479	"Siedlung"	"undatiert"			"Schnitt"	"4500714.730000000000000"	"5733459.591000000000000"
0	1	3480	"Siedlung"	"undatiert"			"Schnitt"	"4500718.155000000000000"	"5733460.305000000000000"
0	1	3481	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500700.265000000000000"	"5733389.227000000000000"
0	1	3482	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500700.265000000000000"	"5733389.227000000000000"
0	1	3483	"Siedlung"	"undatiert"			"Schnitt"	"4500699.921000000000000"	"5733392.141000000000000"
0	1	3484	"Siedlung"	"undatiert"			"Schnitt"	"4500697.008000000000000"	"5733388.239000000000000"
0	1	3485	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500696.679000000000000"	"5733392.939000000000000"
0	1	3486	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500696.679000000000000"	"5733392.939000000000000"
0	2	3487	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500618.635000000000000"	"5733324.383000000000000"
0	2	3488	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500618.635000000000000"	"5733324.383000000000000"
0	2	3489	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500617.822000000000000"	"5733322.803000000000000"
0	2	3490	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500617.822000000000000"	"5733322.803000000000000"
0	2	3491	"Siedlung"	"undatiert"			"Schnitt"	"4500618.676000000000000"	"5733316.946000000000000"
0	2	3492	"Siedlung"	"undatiert"			"Schnitt"	"4500620.532000000000000"	"5733313.477000000000000"
0	1	3493	"Siedlung"	"undatiert"			"Schnitt"	"4500784.241000000000000"	"5733369.781000000000000"
0	2	3494	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500610.463000000000000"	"5733317.328000000000000"
0	2	3495	"Siedlung"	"undatiert"			"Schnitt"	"4500603.931000000000000"	"5733320.804000000000000"
0	2	3496	"Siedlung"	"undatiert"			"Schnitt"	"4500600.170000000000000"	"5733326.310000000000000"
0	2	3497	"Siedlung"	"undatiert"			"Schnitt"	"4500601.079000000000000"	"5733325.048000000000000"
0	1	3498	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500787.636000000000000"	"5733358.822000000000000"
0	1	3499	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500787.636000000000000"	"5733358.822000000000000"
0	1	3500	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500775.932000000000000"	"5733365.022000000000000"
0	1	3501	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500775.932000000000000"	"5733365.022000000000000"
0	1	3502	"Siedlung"	"undatiert"			"Schnitt"	"4500642.665000000000000"	"5733390.212000000000000"
0	2	3503	"Siedlung"	"undatiert"			"Schnitt"	"4500644.539000000000000"	"5733371.187000000000000"
0	2	3504	"Siedlung"	"undatiert"			"Schnitt"	"4500615.135000000000000"	"5733405.224000000000000"
0	2	3505	"Siedlung"	"undatiert"			"Schnitt"	"4500613.450000000000000"	"5733404.734000000000000"
0	2	3506	"Siedlung"	"undatiert"			"Schnitt"	"4500619.952000000000000"	"5733401.149000000000000"
0	2	3507	"Siedlung"	"undatiert"			"Schnitt"	"4500616.136000000000000"	"5733403.677000000000000"
0	2	3508	"Siedlung"	"undatiert"			"Schnitt"	"4500636.385000000000000"	"5733381.251000000000000"
0	2	3509	"Siedlung"	"undatiert"			"Schnitt"	"4500642.099000000000000"	"5733386.279000000000000"
0	1	3510	"Siedlung"	"undatiert"			"Schnitt"	"4500814.189000000000000"	"5733400.806000000000000"
0	1	3511	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500821.801000000000000"	"5733402.642000000000000"
0	1	3512	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500821.801000000000000"	"5733402.642000000000000"
0	1	3513	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500821.114000000000000"	"5733400.758000000000000"
0	1	3514	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500821.114000000000000"	"5733400.758000000000000"
0	1	3515	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500849.408000000000000"	"5733409.817000000000000"
0	1	3516	"Siedlung"	"undatiert"			"Schnitt"	"4500819.985000000000000"	"5733400.391000000000000"
0	1	3517	"Siedlung"	"undatiert"			"Schnitt"	"4500815.976000000000000"	"5733404.909000000000000"
0	1	3518	"Siedlung"	"undatiert"			"Schnitt"	"4500725.425000000000000"	"5733376.944000000000000"
0	1	3519	"Siedlung"	"undatiert"			"Schnitt"	"4500812.733000000000000"	"5733401.382000000000000"
0	1	3520	"Siedlung"	"undatiert"			"Schnitt"	"4500711.384000000000000"	"5733424.259000000000000"
0	1	3521	"Siedlung"	"undatiert"			"Schnitt"	"4500713.907000000000000"	"5733424.133000000000000"
0	1	3522	"Siedlung"	"undatiert"			"Schnitt"	"4500711.369000000000000"	"5733423.647000000000000"
0	1	3523	"Siedlung"	"undatiert"			"Schnitt"	"4500709.859000000000000"	"5733425.698000000000000"
0	1	3524	"Siedlung"	"undatiert"			"Schnitt"	"4500708.863000000000000"	"5733427.608000000000000"
0	1	3525	"Siedlung"	"undatiert"			"Schnitt"	"4500711.316000000000000"	"5733426.236000000000000"
0	1	3526	"Siedlung"	"undatiert"			"Schnitt"	"4500710.253000000000000"	"5733426.427000000000000"
0	1	3527	"Siedlung"	"undatiert"			"Schnitt"	"4500715.257000000000000"	"5733421.345000000000000"
0	1	3528	"Siedlung"	"undatiert"			"Schnitt"	"4500710.102000000000000"	"5733423.865000000000000"
0	1	3529	"Siedlung"	"undatiert"			"Schnitt"	"4500831.120000000000000"	"5733434.291000000000000"
0	1	3530	"Siedlung"	"undatiert"			"Schnitt"	"4500833.279000000000000"	"5733433.480000000000000"
0	1	3531	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500741.328000000000000"	"5733340.824000000000000"
0	1	3532	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500739.483000000000000"	"5733343.053000000000000"
0	1	3533	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500732.885000000000000"	"5733333.118000000000000"
0	1	3534	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500798.730000000000000"	"5733348.694000000000000"
0	1	3535	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500740.549000000000000"	"5733324.126000000000000"
0	1	3536	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500647.658000000000000"	"5733408.145000000000000"
0	1	3537	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500646.068000000000000"	"5733410.344000000000000"
0	1	3538	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500838.826000000000000"	"5733398.986000000000000"
0	1	3539	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500659.081000000000000"	"5733430.367000000000000"
0	1	3540	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500648.283000000000000"	"5733436.393000000000000"
0	1	3541	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500781.394000000000000"	"5733344.741000000000000"
0	1	3542	"Siedlung"	"Bronzezeit"			"Schnitt"	"4500695.888000000000000"	"5733398.973000000000000"
0	1	3543	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500695.888000000000000"	"5733398.973000000000000"
0	1	3544	"Siedlung"	"Eisenzeit"			"Schnitt"	"4500879.015000000000000"	"5733403.258000000000000"
0	1	3545	"unklar"	"undatiert"			"Schnitt"	"4494722.338000000000000"	"5735612.700000000000000"
0	1	3546	"unklar"	"undatiert"			"Schnitt"	"4492930.846000000000000"	"5737716.018000000000000"
0	1	3547	"Siedlung"	"undatiert"			"Schnitt"	"4495738.594000000000000"	"5734287.328000000000000"
0	1	3548	"unklar"	"undatiert"			"Schnitt"	"4492323.428000000000000"	"5738056.684000000000000"
0	1	3549	"Siedlung"	"undatiert"			"Schnitt"	"4493959.846000000000000"	"5736608.084000000000000"
0	1	3550	"Siedlung"	"undatiert"			"Schnitt"	"4493958.406000000000000"	"5736606.628000000000000"
0	1	3551	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491507.805000000000000"	"5738315.726000000000000"
0	1	3552	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491503.145000000000000"	"5738355.306000000000000"
0	1	3553	"Siedlung"	"Bronzezeit"			"Schnitt"	"4490997.556000000000000"	"5738720.997000000000000"
0	1	3554	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491505.126000000000000"	"5738351.246000000000000"
0	1	3555	"Siedlung"	"undatiert"			"Schnitt"	"4495739.115000000000000"	"5734297.247000000000000"
0	1	3556	"Siedlung"	"undatiert"			"Schnitt"	"4495732.875000000000000"	"5734305.392000000000000"
0	1	3557	"Siedlung"	"undatiert"			"Schnitt"	"4493965.789000000000000"	"5736596.355000000000000"
0	1	3558	"Siedlung"	"undatiert"			"Schnitt"	"4499996.701000000000000"	"5733176.474000000000000"
0	1	3559	"Siedlung"	"undatiert"			"Schnitt"	"4499970.296000000000000"	"5733205.267000000000000"
0	1	3560	"Siedlung"	"undatiert"			"Schnitt"	"4499971.954000000000000"	"5733206.248000000000000"
0	1	3561	"Siedlung"	"undatiert"			"Schnitt"	"4500024.100000000000000"	"5733198.962000000000000"
0	1	3562	"Siedlung"	"undatiert"			"Schnitt"	"4496157.706000000000000"	"5733700.348000000000000"
0	1	3563	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491561.316000000000000"	"5738332.672000000000000"
0	1	3564	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491548.489000000000000"	"5738337.560000000000000"
0	1	3565	"Siedlung"	"undatiert"			"Schnitt"	"4496154.249000000000000"	"5733703.591000000000000"
0	1	3566	"Siedlung"	"undatiert"			"Schnitt"	"4496153.336000000000000"	"5733703.507000000000000"
0	1	3567	"Siedlung"	"undatiert"			"Schnitt"	"4493132.933000000000000"	"5737539.256000000000000"
0	1	3568	"Siedlung"	"undatiert"			"Schnitt"	"4499390.177000000000000"	"5733251.644000000000000"
0	1	3569	"Siedlung"	"Bronzezeit"			"Schnitt"	"4490903.282000000000000"	"5738927.879000000000000"
0	1	3570	"Siedlung"	"undatiert"			"Schnitt"	"4495062.981000000000000"	"5735331.418000000000000"
0	1	3571	"Siedlung"	"Bronzezeit"	"frueh"	"Aunjetitz"	"Schnitt"	"4490573.051000000000000"	"5739268.903000000000000"
0	1	3572	"Siedlung"	"undatiert"			"Schnitt"	"4494067.964000000000000"	"5736488.721000000000000"
0	1	3573	"Siedlung"	"undatiert"			"Schnitt"	"4492192.524000000000000"	"5738096.566000000000000"
0	1	3574	"Siedlung"	"undatiert"			"Schnitt"	"4494068.037000000000000"	"5736488.990000000000000"
0	1	3575	"Siedlung"	"undatiert"			"Schnitt"	"4491627.389000000000000"	"5738306.009000000000000"
0	1	3576	"Siedlung"	"Bronzezeit"			"Schnitt"	"4491273.308000000000000"	"5738846.863000000000000"
0	1	3577	"Siedlung"	"undatiert"			"Schnitt"	"4493881.193000000000000"	"5736697.301000000000000"
0	1	3578	"Siedlung"	"undatiert"			"Schnitt"	"4493134.599000000000000"	"5737516.947000000000000"
0	1	3579	"Siedlung"	"Bronzezeit"			"Schnitt"	"4491303.760000000000000"	"5738836.887000000000000"
0	1	3580	"Siedlung"	"Bronzezeit"			"Schnitt"	"4491214.362000000000000"	"5738864.474000000000000"
0	1	3581	"Siedlung"	"Eisenzeit"			"Schnitt"	"4494642.721000000000000"	"5735756.648000000000000"
0	1	3582	"Siedlung"	"undatiert"			"Schnitt"	"4494840.709000000000000"	"5735368.368000000000000"
0	1	3583	"Siedlung"	"undatiert"			"Schnitt"	"4491650.030000000000000"	"5738299.358000000000000"
0	1	3584	"Siedlung"	"undatiert"			"Schnitt"	"4491504.882000000000000"	"5738354.945000000000000"
0	1	3585	"Siedlung"	"undatiert"			"Schnitt"	"4496591.565000000000000"	"5733763.367000000000000"
0	1	3586	"Siedlung"	"undatiert"			"Schnitt"	"4496593.332000000000000"	"5733763.352000000000000"
0	1	3587	"Siedlung"	"undatiert"			"Schnitt"	"4491461.602000000000000"	"5738371.241000000000000"
0	1	3588	"Siedlung"	"undatiert"			"Schnitt"	"4491704.912000000000000"	"5738255.190000000000000"
0	1	3589	"Siedlung"	"undatiert"			"Schnitt"	"4496646.193000000000000"	"5733749.671000000000000"
0	1	3590	"Siedlung"	"undatiert"			"Schnitt"	"4496709.895000000000000"	"5733724.453000000000000"
0	1	3591	"Siedlung"	"Eisenzeit"			"Schnitt"	"4491500.732000000000000"	"5738340.433000000000000"
0	1	3592	"Siedlung"	"Bronzezeit"			"Schnitt"	"4491500.732000000000000"	"5738340.433000000000000"
0	1	3593	"Siedlung"	"undatiert"			"Schnitt"	"4494887.706000000000000"	"5735238.977000000000000"
0	1	3594	"Siedlung"	"undatiert"			"Schnitt"	"4491450.457000000000000"	"5738371.212000000000000"
0	1	3595	"Siedlung"	"undatiert"			"Schnitt"	"4491452.007000000000000"	"5738369.817000000000000"
0	1	3596	"Siedlung"	"undatiert"			"Schnitt"	"4491454.663000000000000"	"5738371.489000000000000"
0	1	3597	"Siedlung"	"undatiert"			"Schnitt"	"4491477.103000000000000"	"5738339.962000000000000"
0	1	3598	"Siedlung"	"Neolithikum"	"mittel"	"Baalberge"	"Schnitt"	"4490892.274000000000000"	"5738927.948000000000000"
0	1	3599	"Siedlung"	"undatiert"			"Schnitt"	"4491475.124000000000000"	"5738340.120000000000000"
0	1	3600	"Siedlung"	"undatiert"			"Schnitt"	"4491508.669000000000000"	"5738312.627000000000000"
0	1	3601	"Siedlung"	"undatiert"			"Schnitt"	"4491469.385000000000000"	"5738335.013000000000000"
0	1	3602	"Siedlung"	"undatiert"			"Schnitt"	"4494951.836000000000000"	"5734828.692000000000000"
0	1	3603	"Siedlung"	"undatiert"			"Schnitt"	"4500049.007000000000000"	"5733152.039000000000000"
0	1	3604	"Siedlung"	"undatiert"			"Schnitt"	"4491729.859000000000000"	"5738244.028000000000000"
0	1	3605	"Siedlung"	"undatiert"			"Schnitt"	"4491774.933000000000000"	"5738232.668000000000000"
0	1	3606	"Siedlung"	"Neolithikum"	"mittel"	"Baalberge"	"Schnitt"	"4490891.837000000000000"	"5738924.889000000000000"
0	1	3607	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491544.479000000000000"	"5738343.147000000000000"
0	1	3608	"Siedlung"	"undatiert"			"Schnitt"	"4491763.215000000000000"	"5738236.616000000000000"
0	1	3609	"Siedlung"	"undatiert"			"Schnitt"	"4494948.376000000000000"	"5734855.795000000000000"
0	1	3610	"Siedlung"	"undatiert"			"Schnitt"	"4496461.003000000000000"	"5733810.252000000000000"
0	1	3611	"Siedlung"	"undatiert"			"Schnitt"	"4491751.541000000000000"	"5738236.822000000000000"
0	1	3612	"Siedlung"	"undatiert"			"Schnitt"	"4491747.727000000000000"	"5738238.259000000000000"
0	1	3613	"Siedlung"	"undatiert"			"Schnitt"	"4494954.842000000000000"	"5734907.474000000000000"
0	1	3614	"Siedlung"	"Bronzezeit"			"Schnitt"	"4491281.840000000000000"	"5738554.827000000000000"
0	1	3615	"Siedlung"	"undatiert"			"Schnitt"	"4491727.233000000000000"	"5738244.046000000000000"
0	1	3616	"Siedlung"	"Bronzezeit"			"Schnitt"	"4491323.491000000000000"	"5738513.937000000000000"
0	1	3617	"Siedlung"	"undatiert"			"Schnitt"	"4494931.681000000000000"	"5734957.006000000000000"
0	1	3618	"Siedlung"	"undatiert"			"Schnitt"	"4494925.081000000000000"	"5734967.754000000000000"
0	1	3619	"Siedlung"	"undatiert"			"Schnitt"	"4491698.495000000000000"	"5738258.164000000000000"
0	1	3620	"Siedlung"	"undatiert"			"Schnitt"	"4491693.180000000000000"	"5738257.630000000000000"
0	1	3621	"Siedlung"	"undatiert"			"Schnitt"	"4491725.392000000000000"	"5738250.274000000000000"
0	1	3622	"Siedlung"	"undatiert"			"Schnitt"	"4491766.682000000000000"	"5738238.499000000000000"
0	1	3623	"Siedlung"	"undatiert"			"Schnitt"	"4491696.426000000000000"	"5738271.439000000000000"
0	1	3624	"Siedlung"	"undatiert"			"Schnitt"	"4494921.482000000000000"	"5734956.937000000000000"
0	1	3625	"Siedlung"	"undatiert"			"Schnitt"	"4494888.637000000000000"	"5735027.629000000000000"
0	1	3626	"Siedlung"	"undatiert"			"Schnitt"	"4491767.719000000000000"	"5738249.393000000000000"
0	1	3627	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491622.572000000000000"	"5738300.213000000000000"
0	1	3628	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491611.921000000000000"	"5738303.504000000000000"
0	1	3629	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491517.484000000000000"	"5738327.253000000000000"
0	1	3630	"Siedlung"	"undatiert"			"Schnitt"	"4491766.250000000000000"	"5738252.057000000000000"
0	1	3631	"Siedlung"	"undatiert"			"Schnitt"	"4491765.260000000000000"	"5738249.504000000000000"
0	1	3632	"Siedlung"	"undatiert"			"Schnitt"	"4491295.105000000000000"	"5738847.393000000000000"
0	1	3633	"Siedlung"	"undatiert"			"Schnitt"	"4494878.838000000000000"	"5735038.348000000000000"
0	1	3634	"Siedlung"	"undatiert"			"Schnitt"	"4491682.373000000000000"	"5738276.283000000000000"
0	1	3635	"Siedlung"	"undatiert"			"Schnitt"	"4494576.527000000000000"	"5735823.924000000000000"
0	1	3636	"Siedlung"	"undatiert"			"Schnitt"	"4494601.439000000000000"	"5735816.098000000000000"
0	1	3637	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491552.780000000000000"	"5738336.244000000000000"
0	1	3638	"Siedlung"	"Bronzezeit"			"Schnitt"	"4490901.140000000000000"	"5738942.567000000000000"
0	1	3639	"Siedlung"	"Bronzezeit"			"Schnitt"	"4490886.009000000000000"	"5738965.560000000000000"
0	1	3640	"Siedlung"	"undatiert"			"Schnitt"	"4491708.866000000000000"	"5738178.147000000000000"
0	1	3641	"Siedlung"	"undatiert"			"Schnitt"	"4491729.046000000000000"	"5738267.428000000000000"
0	1	3642	"Siedlung"	"Bronzezeit"			"Schnitt"	"4491230.685000000000000"	"5738864.113000000000000"
0	1	3643	"Siedlung"	"undatiert"			"Schnitt"	"4491744.166000000000000"	"5738317.568000000000000"
0	1	3644	"Siedlung"	"undatiert"			"Schnitt"	"4491744.065000000000000"	"5738315.207000000000000"
0	1	3645	"Siedlung"	"Bronzezeit"			"Schnitt"	"4491016.151000000000000"	"5738717.366000000000000"
0	1	3646	"unklar"	"undatiert"			"Schnitt"	"4496442.625000000000000"	"5733784.390000000000000"
0	1	3647	"Siedlung"	"undatiert"			"Schnitt"	"4491746.540000000000000"	"5738316.944000000000000"
0	1	3648	"Siedlung"	"undatiert"			"Schnitt"	"4494363.750000000000000"	"5736306.425000000000000"
0	1	3649	"Siedlung"	"undatiert"			"Schnitt"	"4491749.579000000000000"	"5738318.611000000000000"
0	1	3650	"Siedlung"	"Bronzezeit"			"Schnitt"	"4490911.977000000000000"	"5738907.025000000000000"
0	2	3651	"Siedlung"	"undatiert"			"Schnitt"	"4500134.723000000000000"	"5733165.562000000000000"
0	1	3652	"unklar"	"Bronzezeit"			"Schnitt"	"4493119.144000000000000"	"5737528.029000000000000"
0	1	3653	"Siedlung"	"undatiert"			"Schnitt"	"4494956.787000000000000"	"5735250.911000000000000"
0	1	3654	"Siedlung"	"Bronzezeit"			"Schnitt"	"4490891.504000000000000"	"5738938.345000000000000"
0	1	3655	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491564.224000000000000"	"5738319.153000000000000"
0	1	3656	"Siedlung"	"undatiert"			"Schnitt"	"4491774.976000000000000"	"5738354.478000000000000"
0	1	3657	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491563.647000000000000"	"5738310.625000000000000"
0	1	3658	"Siedlung"	"undatiert"			"Schnitt"	"4491757.120000000000000"	"5738343.768000000000000"
0	1	3659	"unklar"	"undatiert"			"Schnitt"	"4494820.380000000000000"	"5735440.528000000000000"
0	1	3660	"Siedlung"	"Bronzezeit"	"spaet"	"Saalemuendungsgruppe"	"Schnitt"	"4491556.476000000000000"	"5738318.219000000000000"
